NCES-District-ID,District-Name,District-Phone
0603630,Bakersfield City,(661)631-4610
0603690,Baldwin Park Unified,(626)962-3311
0600131,Baldy View ROP,(909)947-3400
0601382,Baldy View ROP JPA,(909)947-3400
0603720,Ballard Elementary,(805)688-4812
0603750,Ballico-Cressey Elementary,(209)394-9400
0601919,Ballington Acad for the Arts and Scis - San Bernardino DIST,(619)228-2054
0601744,Ballington Academy for the Arts and Sciences District,(760)353-0140
0603780,Bangor Union Elementary,(530)679-2434
0603840,Banning Unified,(951)922-0200
0602551,Banta Charter District,(209)229-4650
0602571,Banta Unified,(209)229-4651
0602018,Barack Obama Charter District,(323)566-4590
0601814,Barona Indian Charter District,(619)443-0948
0604020,Barstow Unified,(760)255-6000
0604080,Bass Lake Joint Union Elementary,(559)642-1555
0604110,Bassett Unified,(626)931-3000
0601827,Bay Area Technology District,(510)382-9932
0602120,Bay View Academy District,(831)717-4630
0602295,Baypoint Preparatory Academy - San Diego District,(760)203-4383
0604200,Bayshore Elementary,(415)467-5443
0604230,Bear Valley Unified,(909)866-4631
0604260,Beardsley Elementary,(661)393-8550
0604290,Beaumont Unified,(951)845-1631
0601737,Bella Mente Montessori Academy District,(760)621-8948
0604350,Bella Vista Elementary,(530)549-4415
0604500,Belleview Elementary,(209)586-5510
0604380,Bellevue Union,(707)542-5197
0601813,Bellevue-Santa Fe Charter District,(805)595-7169
0604440,Bellflower Unified,(562)866-9011
0604530,Belmont-Redwood Shores Elementary,(650)637-4800
0604620,Benicia Unified,(707)747-8300
0604650,Bennett Valley Union Elementary,(707)542-2201
0604740,Berkeley Unified,(510)644-6150
0604800,Berryessa Union Elementary,(408)923-1800
0602093,Bert Corona Charter District,(818)834-5805
0602116,Bert Corona Charter High District,(818)480-6810
0604830,Beverly Hills Unified,(310)551-5100
0604860,Big Creek Elementary,(559)893-3314
0604890,Big Lagoon Union Elementary,(707)677-3688
0691137,Big Oak Flat-Groveland Unified,(209)962-5765
0601829,Big Picture Educational Academy District,(559)420-1234
0604950,Big Pine Unified,(760)938-2222
0604980,Big Springs Union Elementary,(530)459-3189
0602469,Big Sur Charter District,(831)324-4573
0600031,Big Sur Unified,(805)927-4507
0605010,Big Valley Joint Unified,(530)294-5266
0605040,Biggs Unified,(530)868-1281
0601596,Birmingham Community Charter High District,(818)758-5200
0601409,Bishop Unified,(760)872-3680
0605190,Bitterwater-Tully Elementary,(831)385-5339
0605220,Black Butte Union Elementary,(530)474-3125
0605240,Black Oak Mine Unified,(530)333-8300
0605250,Blake Elementary,(661)536-8559
0605280,Blochman Union Elementary,(805)937-1148
0601350,BLP Schs Self-Inc. Workers Compensation,(562)602-6021
0605400,Blue Lake Union Elementary,(707)668-5674
0602299,Blue Oak Academy District,(559)730-7422
0602177,Blue Oak Charter District,(530)879-7483
0602062,Blue Ridge Academy District,(661)412-9363
0605490,Bogus Elementary,(530)459-3163
0605520,Bolinas-Stinson Union,(415)868-1603
0605610,Bonita Unified,(909)971-8200
0605640,Bonny Doon Union Elementary,(831)427-2300
0601426,Bonsall Unified,(760)631-5200
0605700,Borrego Springs Unified,(760)767-5357
0602562,Bostonia Global District,(619)588-3121
0605730,Bradley Union Elementary,(805)472-2310
0605790,Brawley Elementary,(760)344-2330
0605820,Brawley Union High,(760)312-5819
0605880,Brea-Olinda Unified,(714)990-7800
0605910,Brentwood Union,(925)513-6300
0605940,Bret Harte Union High,(209)736-8340
0601879,BRIDGES Charter District,(805)492-3569
0602564,Bridges Preparatory Academy District,(562)200-8819
0606000,Bridgeville Elementary,(707)777-3311
0606030,Briggs Elementary,(805)525-7540
0606060,Brisbane Elementary,(415)467-0550
0606090,Brittan Elementary,(530)822-5155
0602501,Brookfield Engineering Science Technology Academy District,(833)619-2378
0606100,Browns Elementary,(530)633-2523
0606270,Buckeye Union Elementary,(530)677-2261
0606330,Buellton Union Elementary,(805)686-2767
0606360,Buena Park Elementary,(714)522-8412
0606420,Buena Vista Elementary,(559)686-2015
0602415,Bullis Charter District,(650)947-4100
0606450,Burbank Unified,(818)729-4400
0606480,Burlingame Elementary,(650)259-3800
0606510,Burnt Ranch Elementary,(530)629-2543
0606540,Burrel Union Elementary,(559)866-5634
0606570,Burton Elementary,(559)781-8020
0691002,Butte County Office of Education,(530)532-5650
0600090,Butte County ROP,(530)879-7462
0606580,Butte Valley Unified,(530)397-4000
0606690,Butteville Union Elementary,(530)938-2255
0606720,Buttonwillow Union Elementary,(661)764-5166
0606750,Byron Union Elementary,(925)809-7502
0601976,CA Montessori Project-Shingle Springs Campus DIST,(530)672-3095
0602274,Cabrillo Point Academy District,(619)404-3190
0606780,Cabrillo Unified,(650)712-7100
0606810,Cajon Valley Union,(619)588-3005
0691003,Calaveras County Office of Education,(209)736-4662
0606870,Calaveras Unified,(209)754-2300
0606900,Calexico Unified,(760)768-3888
0601726,Caliber: Beta Academy District,(510)685-9886
0601582,Caliber: ChangeMakers Academy District,(707)563-9827
0606960,Caliente Union Elementary,(661)867-2301
0602488,California Connections Academy Central Coast District,(661)214-3065
0602411,California Connections Academy Central Valley District,(559)571-2300
0602517,California Connections Academy Monterey Bay District,(831)200-3419
0602127,California Connections Academy North Bay District,(707)200-7645
0602388,California Connections Academy Northern California District,(209)253-1208
0601851,California Connections Academy Southern California District,(949)461-1667
0601550,California Creative Learning Academy District,(323)539-2810
0601735,California Creative Learning Academy MS District,(323)539-2810
0601531,California Heritage Youthbuild Academy II District,(530)378-5254
0602509,California Innovative Career Academy District,(916)436-5770
0602305,California Montessori Project - Capitol Campus District,(916)325-0910
0601776,California Montessori Project - Elk Grove Campus District,(916)714-9699
0601653,California Montessori Project-San Juan Campuses District,(916)971-2432
0602328,California Pacific Charter - San Diego District,(855)225-7227
0602510,California Pacific Charter - Sonoma District,(855)225-7227
0602354,California Pacific Charter- Los Angeles District,(855)225-7227
0691145,California Republic Leadership Academy Capistrano District,(949)298-6040
0600002,California School for the Blind (State Special Schl),(510)794-3800
0600003,California School for the Deaf-Fremont (State Special Schl),(510)794-3666
0601914,California School of the Arts - San Gabriel Valley District,(657)321-4000
0601716,California Virtual Academy @ Los Angeles District,(805)581-0202
0601805,California Virtual Academy @ San Diego District,(805)581-0202
0601990,California Virtual Academy @ San Joaquin District,(805)581-0202
0602316,California Virtual Academy @ Sonoma District,(805)581-0202
0601616,California Virtual Academy at Fresno District,(805)581-0202
0601884,California Virtual Academy at Kings District,(805)581-0202
0602451,California Virtual Academy at Maricopa District,(805)581-0202
0601810,California Virtual Academy at Sutter District,(805)581-0202
0601802,California Virtual Academy San Mateo District,(805)581-0202
0606990,Calipatria Unified,(760)348-2151
0607020,Calistoga Joint Unified,(707)942-4703
0602022,Camarillo Academy of Progressive Education District,(805)384-1415
0607140,Cambrian,(408)377-2103
0601741,Camino Nuevo Charter Academy #2 District,(213)736-5542
0601837,Camino Nuevo Charter Academy #4 District,(213)353-5300
0602237,Camino Nuevo Charter Academy District,(213)413-4245
0602077,Camino Nuevo Elementary #3 District,(323)730-7160
0602000,Camino Nuevo High #2 District,(213)736-5566
0601983,Camino Polytechnic District,(530)644-4552
0607170,Camino Union Elementary,(530)644-4552
0607200,Campbell Union,(408)364-4200
0607230,Campbell Union High,(408)371-0960
0607260,Camptonville Elementary,(530)288-3277
0607350,Canyon Elementary,(925)376-4671
0607410,Capay Joint Union Elementary,(530)865-1222
0607440,Capistrano Unified,(949)234-9200
0691143,Capital College & Career Academy District,(916)234-0583
0602447,Capitol Collegiate Academy District,(916)476-5796
0607470,Cardiff Elementary,(760)632-5890
0602124,Career Technical Education Charter District,(559)443-4872
0607500,Carlsbad Unified,(760)331-5000
0607530,Carmel Unified,(831)624-1546
0607560,Carpinteria Unified,(805)684-4511
0602383,Carter G. Woodson Public Charter District,(559)229-3529
0600067,Caruthers Unified,(559)864-6500
0607680,Cascade Union Elementary,(530)378-7000
0607740,Castaic Union,(661)257-4500
0607770,Castle Rock Union Elementary,(530)235-0101
0607800,Castro Valley Unified,(510)537-3000
0602265,CATCH Prep Charter High Inc. District,(323)293-3917
0607840,Cayucos Elementary,(805)995-3694
0602428,Ceiba College Preparatory Academy District,(831)786-2100
0602111,Center for Advanced Learning District,(323)232-0245
0607900,Center Joint Unified,(916)338-6400
0607920,Centinela Valley Union High,(310)263-3200
0691150,Central Academy of Arts and Technology District,(661)699-0564
0601376,Central Calif Migrant Head Start JPA,(209)238-6300
0601353,Central California School Finance Authority JPA,(805)474-3000
0602131,Central City Value District,(213)471-4686
0607950,Central Elementary,(909)989-8541
0600124,Central Orange County CTE Partnership (CTEp),(714)966-3528
0600096,Central Sierra ROP,(530)622-7130
0601400,Central Sierra ROP JPA,(530)295-2214
0607970,Central Unified,(559)274-4700
0607980,Central Union Elementary,(559)925-2619
0608010,Central Union High,(760)336-4500
0601378,Central Valley Pre-School JPA,(559)867-3589
0601362,Central Valley Support Services JPA,(559)327-9127
0608070,Centralia Elementary,(714)228-3100
0602419,Century Community Charter District,(310)412-2286
0608130,Ceres Unified,(209)556-1500
0608160,Chaffey Joint Union High,(909)988-8511
0601580,CHAMPS - Charter HS of Arts-MULmedia & Perf DIST,(818)994-7614
0608190,Charter Oak Unified,(626)966-8331
0601913,Charter School of Morgan Hill District,(408)463-0618
0608250,Chatom Union,(209)664-8505
0600116,Chawanakee Unified,(559)877-6209
0608340,Chicago Park Elementary,(530)346-2153
0601665,Chico Country Day District,(530)895-2650
0608370,Chico Unified,(530)891-3000
0601903,Children's Community Charter District,(530)877-2227
0601490,CHIME Institute's Schwarzenegger Community District,(818)346-5100
0608460,Chino Valley Unified,(909)628-1201
0608520,Chowchilla Elementary,(559)665-8000
0608550,Chowchilla Union High,(559)665-3662
0602253,Chrysalis Charter District,(530)547-9726
0608580,Chualar Union,(831)679-2504
0608610,Chula Vista Elementary,(619)425-9600
0602071,Chula Vista Learning Community Charter District,(619)426-2885
0608640,Cienega Union Elementary,(831)637-3821
0608700,Cinnabar Elementary,(707)765-4345
0602567,Citizens of the World Charter School East Valley District,(818)698-3848
0602050,Citizens of the World Charter School Hollywood District,(323)464-4292
0602186,Citizens of the World Charter School Mar Vista District,(424)248-0544
0602270,Citizens of the World Charter School Silver Lake District,(323)462-2840
0602531,Citizens of the World Charter School West Valley District,(818)330-3050
0602317,Citrus Springs Charter District,(951)252-8800
0602103,City Arts & Leadership Academy District,(415)841-2200
0601700,City Heights Preparatory Charter District,(619)795-3137
0601769,City Language Immersion Charter District,(323)294-4937
0608760,Claremont Unified,(909)398-0609
0601975,Clarksville Charter District,(916)957-5802
0601560,Classical Academy District,(760)546-0101
0601763,Classical Academy High District,(760)480-9845
0601473,Classical Academy Vista District,(760)330-9800
0608850,Clay Joint Elementary,(559)897-4185
0602342,Clayton Valley Charter High District,(925)682-7474
0608880,Clear Creek Elementary,(530)273-3664
0601593,Clear Passage Educational Center District,(888)502-1116
0608970,Cloverdale Unified,(707)894-1993
0602548,Clovis Global Academy District,(559)575-0587
0609030,Clovis Unified,(559)327-9000
0609070,Coachella Valley Unified,(760)848-1000
0609120,Coalinga-Huron Unified,(559)935-7500
0600049,Coast Unified,(805)927-3880
0602258,Coastal Academy Charter District,(760)631-4020
0602168,Coastal Grove Charter District,(707)825-8804
0600123,Coastline ROP,(714)979-1955
0601357,Coastline ROP JPA,(714)429-2220
0609240,Coffee Creek Elementary,(530)266-3344
0609270,Cold Spring Elementary,(805)969-2678
0609300,Colfax Elementary,(530)346-2202
0600122,College and Career Advantage,(949)234-9464
0601347,College and Career Advantage ROP JPA,(949)234-9464
0601633,College Bridge Academy District,(909)285-1111
0609330,College Elementary,(805)686-7300
0601638,College Preparatory Middle District,(619)303-2782
0602231,Collegiate Charter High School of Los Angeles District,(213)304-7077
0609390,Colton Joint Unified,(909)580-5000
0600130,Colton-Redlands-Yucaipa ROP,(909)793-3115
0601375,Colton-Redlands-Yucaipa ROP JPA,(909)793-3115
0609450,Columbia Elementary,(530)223-1915
0609480,Columbia Union,(209)532-0202
0609510,Columbine Elementary,(661)725-8501
0691004,Colusa County Office of Education,(530)458-0350
0609570,Colusa Unified,(530)458-7791
0602433,Community Collaborative Charter District,(916)286-5161
0601464,Community Montessori District,(760)743-7880
0602081,Community Outreach Academy District,(916)286-5170
0602331,Community Roots Academy District,(949)831-4272
0601691,Community School for Creative Education District,(510)686-4131
0602521,Compass Charter School of Yolo District,(855)937-4227
0601790,Compass Charter Schools of Los Angeles District,(855)937-4227
0601517,Compass Charter Schools of San Diego District,(855)937-4227
0609620,Compton Unified,(310)639-4321
0600113,Compton Unified ROP,(310)898-6470
0609640,Conejo Valley Unified,(805)497-9511
0602357,Connect Community Charter District,(650)482-2426
0602159,Connecting Waters Charter - East Bay District,(209)874-1119
0602170,Connecting Waters Charter District,(209)874-1119
0602406,Connecting Waters Charter School - Central Valley District,(209)874-1119
0691005,Contra Costa County Office of Education,(925)942-3380
0600092,Contra Costa County ROP,(925)942-3368
0602336,Contra Costa School of Performing Arts District,(925)235-1130
0601349,Contra Costa Selpa,(925)827-0949
0609690,Corcoran Joint Unified,(559)992-8888
0601843,CORE Butte Charter District,(530)894-3952
0601734,CORE Charter District,(530)742-2786
0609780,Corning Union Elementary,(530)824-7700
0609810,Corning Union High,(530)824-8000
0609850,Corona-Norco Unified,(951)736-5000
0609870,Coronado Unified,(619)522-8900
0609940,Cotati-Rohnert Park Unified,(707)792-4722
0601811,Cottonwood Creek Charter District,(530)347-7200
0602524,Cottonwood District,(530)285-2003
0609990,Cottonwood Union Elementary,(530)347-3165
0610050,Covina-Valley Unified,(626)974-7000
0601718,Cox Academy District,(510)904-6300
0602155,Creative Arts Charter District,(415)749-3509
0602269,Credo High District,(707)664-0600
0601511,Creekside Charter District,(530)581-1036
0601485,Crescent Valley Public Charter II District,(559)316-0295
0602395,Crescent View South II District,(559)389-7270
0601677,Crescent View West Public Charter District,(559)222-8439
0601470,Crete Academy District,(323)791-1600
0601849,Crown Preparatory Academy District,(213)448-9747
0616300,Cucamonga Elementary,(909)987-8942
0610230,Cuddeback Union Elementary,(707)768-3372
0610260,Culver City Unified,(310)842-4220
0610290,Cupertino Union,(408)252-3000
0610320,Curtis Creek Elementary,(209)533-1083
0610350,Cutler-Orosi Joint Unified,(559)528-4763
0610380,Cutten Elementary,(707)441-3900
0600009,Cuyama Joint Unified,(661)766-2482
0610440,Cypress Elementary,(714)220-6900
0601505,Da Vinci Communications District,(310)725-5800
0602293,Da Vinci Connect District,(310)725-5800
0601973,Da Vinci Design District,(310)725-5800
0602215,Da Vinci RISE High District,(310)725-5800
0602416,Da Vinci Science District,(310)725-5800
0602364,Darnall Charter District,(619)582-1822
0610620,Davis Joint Unified,(530)757-5300
0610680,Death Valley Unified,(760)852-4303
0610710,Dehesa Elementary,(619)444-2161
0610740,Del Mar Union Elementary,(858)755-9301
0691063,Del Norte County Office of Education,(707)464-0200
0600093,Del Norte County ROP,(707)464-0274
0610770,Del Norte County Unified,(707)464-0200
0610860,Delano Joint Union High,(661)725-4000
0610890,Delano Union Elementary,(661)721-5000
0600039,Delhi Unified,(209)656-2000
0610980,Delphic Elementary,(530)842-3653
0601979,Delta Elementary Charter District,(916)744-1200
0611040,Denair Unified,(209)632-7514
0611100,Desert Center Unified,(760)413-2646
0601784,Desert Sands Charter District,(661)942-3357
0611110,Desert Sands Unified,(760)777-4200
0602044,Desert Trails Preparatory Academy District,(760)530-7680
0602324,Design Tech High District,(650)231-2701
0611130,Di Giorgio Elementary,(661)854-2604
0602079,Diego Hills Central Public Charter District,(619)286-0312
0602386,Diego Valley East Public Charter District,(619)870-0608
0601991,Dimensions Collaborative District,(760)743-7880
0600065,Dinuba Unified,(559)595-7200
0601888,Discovery Charter District,(209)290-0511
0601591,Discovery Charter District,(408)243-9800
0602290,Discovery Charter District,(619)656-0797
0602410,Discovery Charter II District,(408)300-1358
0602255,Discovery Charter Preparatory #2 District,(818)897-1187
0602252,Dixon Montessori Charter District,(707)678-8953
0611280,Dixon Unified,(707)693-6300
0600033,Dos Palos Oro Loma Joint Unified,(209)392-0200
0611430,Douglas City Elementary,(530)623-6350
0611460,Downey Unified,(562)469-6500
0601493,Downtown Charter Academy District,(510)535-1580
0601656,Downtown College Prep - Alum Rock District,(408)942-7000
0601597,Downtown College Preparatory District,(408)271-8120
0602251,Downtown College Preparatory Middle District,(408)271-8120
0601907,Downtown Value District,(213)748-8868
0601748,Dr. Lewis Dolphin Stallworth Sr. Charter District,(209)948-4511
0611490,Dry Creek Joint Elementary,(916)770-8800
0601954,Dual Language Immersion North County District,(760)631-6200
0611520,Duarte Unified,(626)599-5000
0600019,Dublin Unified,(925)828-2551
0611550,Ducor Union Elementary,(559)534-2261
0611610,Dunham Elementary,(707)795-5050
0611670,Dunsmuir Elementary,(530)235-4828
0611700,Dunsmuir Joint Union High,(530)235-4835
0611730,Durham Unified,(530)895-4675
0602350,e3 Civic High District,(619)546-0000
0611760,Earlimart Elementary,(661)849-4241
0602192,East Bay Innovation Academy District,(510)577-9557
0601396,East Merced County Public Facilities Financing Authority,(209)385-6558
0611780,East Nicolaus Joint Union High,(530)656-2255
0601901,East Palo Alto Academy District,(650)893-8900
0611820,East Side Union High,(408)347-5000
0601381,East Valley School Transportation JPA,(408)453-6588
0611850,East Whittier City Elementary,(562)907-5900
0611870,Eastern Sierra Unified,(760)932-7443
0611910,Eastside Union Elementary,(661)952-1200
0601661,eCademy Charter at Crane District,(209)669-3410
0600085,Eden Area ROP,(510)293-2900
0601380,Eden Area ROP JPA,(510)293-2906
0611940,Edison Elementary,(661)363-5394
0601588,Edison-Bethune Charter Academy District,(559)457-2530
0601799,Ednovate - Brio College Prep District,(323)446-2570
