NCES-School-ID,School-Name,School-Type,NCES-District-ID,District,School-Level,Address,Phone,Latitude,Longitude
530423000656,Alexander Graham Bell Elementary,Public,5304230,Lake Washington School District,Elementary,"11212 NE 112TH, Kirkland, WA 98033",(425)936-2510,47.7013002,-122.1924557
530141002839,Alfaretta House,Public,5301410,Clover Park School District,High,"10320 Farwest Drive SW, Lakewood, WA 98498",(253)583-5525,47.1627989,-122.5776047
530771001129,Alki Elementary School,Public,5307710,Seattle School District No. 1,Elementary,"3010 59 AV SW, SEATTLE, WA 98116",(206)252-9050,47.57738519999999,-122.407408
530927000578,Alki Middle School,Public,5309270,Vancouver School District,Middle,"1800 NW BLISS RD, VANCOUVER, WA 98685",(360)313-3200,45.7232731,-122.6880253
530486001191,Allen Creek Elementary School,Public,5304860,Marysville School District,Elementary,"6505 60TH DR NE, Marysville, WA 98270",(360)965-1100,48.0552962,-122.1472755
530078000154,Allen Elementary,Public,5300780,Burlington-Edison School District,"Elementary,Middle","17145 COOK ROAD, BOW, WA 98232",(360)757-3352,48.5093251,-122.3741397
530344000514,Almira Coulee Hartline High School,Public,5303440,Coulee-Hartline School District,High,"413 N. 4th Street, Coulee City, WA 99115",(509)632-5231,47.61401739999999,-119.293858
530009000179,Almira Elementary School,Public,5300090,Almira School District,"Elementary,Middle","PO BOX 217, ALMIRA, WA 99103",(509)639-2414,47.7109823,-118.9408459
530030000029,Alpac Elementary School,Public,5300300,Auburn School District,Elementary,"310 MILWAUKEE BLVD N, PACIFIC, WA 98047",(253)931-4976,47.2707156,-122.2484743
530095001934,Alpine Lakes Elementary,Public,5300950,Cascade School District,Elementary,"500 Pine Street, Leavenworth, WA 98826",(509)548-5839,47.6016105,-120.6616213
530502002807,Alternative Educational Experience,Public,5305020,Methow Valley School District,"Elementary,High","18 Twin Lakes Rd., Winthrop, WA 98862",(509)996-9205,48.4404188,-120.1664768
530825002362,Alternative Northeast Community Center Preschool,Public,5308250,Spokane School District,Pre-K,"4001 N Cook, Spokane, WA 99207",(509)533-8816,47.694256,-117.374561
530870003051,Alternative Spcl Needs Div Occ,Public,5308700,Tacoma School District,High,"601 S 8TH ST, TACOMA, WA 98405",(253)571-1040,47.256358,-122.4457702
530825000074,Alternative Tamarack School,Public,5308250,Spokane School District,"Middle,High","W 2901 Ft George Wright, Spokane, WA 99224",(509)354-8100,47.6778273,-117.4754169
530038000048,Amboy Middle School,Public,5300380,Battle Ground School District,"Elementary,Middle","PO Box 200, Battle Ground, WA 98604",(360)885-6050,45.7808725,-122.5373651
530393000701,Amistad Elementary School,Public,5303930,Kennewick School District,Elementary,"123 S Kent St, KENNEWICK, WA 99336",(509)222-5100,46.2070892,-119.1309534
530393003663,Amon Creek Elementary,Public,5303930,Kennewick School District,Elementary,"18 Center Parkway, Richland, WA 99352",(509)222-7600,46.210541,-119.252748
530015000016,Anacortes High School,Public,5300150,Anacortes School District,High,"1600 20th Street, Anacortes, WA 98221",(360)503-1300,48.50756450000001,-122.6226253
530015000015,Anacortes Middle School,Public,5300150,Anacortes School District,Middle,"2202 M Avenue, Anacortes, WA 98221",(360)503-1230,48.5032394,-122.6179165
530708003717,Ancient Lakes Elementary,Public,5307080,Quincy School District,Elementary,"417 C Street SE, Quincy, WA 98848",(509)787-8950,47.2358921,-119.8453394
530846001430,Anderson Island Elementary,Public,5308460,Steilacoom Hist. School District,Elementary,"511 Chambers, Steilacoom, WA 98388",(206)884-4901,47.1690838,-122.5984636
530870003155,Angelo Giaudrone Middle School,Public,5308700,Tacoma School District,Middle,"4902 S Alaska St, Tacoma, WA 98408",(253)571-5811,47.2119817,-122.4595421
530375000570,Apollo Elementary,Public,5303750,Issaquah School District,Elementary,"15025 SE 117TH ST, RENTON, WA 98059",(425)837-7500,47.496978,-122.138976
530972001650,Apple Valley Elementary,Public,5309720,West Valley School District (Yakima),Elementary,"7 N 88th Avenue, Yakima, WA 98908",(509)965-2060,46.597461,-120.6237718
530771001135,Arbor Heights Elementary School,Public,5307710,Seattle School District No. 1,Elementary,"3701 SW 104th Street, SEATTLE, WA 98146",(206)252-9250,47.5096538,-122.3782632
530207000306,Arcadia Elementary,Public,5302070,Deer Park School District,Elementary,"""E. 1120 """"D"""" Street"", Deer Park, WA 99006",(509)464-5700,47.95006009999999,-117.4581515
530039000058,Ardmore Elementary School,Public,5300390,Bellevue School District,Elementary,"16616 NE 32nd St., Bellevue, WA 98008",(425)456-4700,47.63966079999999,-122.1174867
530825001362,Arlington Elementary,Public,5308250,Spokane School District,Elementary,"6363 N Smith St, Spokane, WA 99217",(509)354-2100,47.7158625,-117.3733599
530870001453,Arlington Elementary School,Public,5308700,Tacoma School District,Elementary,"7202 South Pine Street, Tacoma, WA 98409",(253)571-3200,47.1914234,-122.4745142
530024000023,Arlington High School,Public,5300240,Arlington School District,High,"18821 Crown Ridge Blvd, Arlington, WA 98223",(360)618-6300,48.1672653,-122.1162326
530024003594,Arlington Open Doors,Public,5300240,Arlington School District,High,"4407 172nd ST NE, Arlington, WA 98223",(360)618-6203,48.1530779,-122.1701704
530024003065,Arlington Special Educ School,Public,5300240,Arlington School District,High,"315 N French Ave, Arlington, WA 98223",(360)618-6200,48.1957242,-122.1220417
530066000135,Armin Jahr Elementary,Public,5300660,Bremerton School District,Elementary,"800 Dibb Street, Bremerton, WA 98310",(360)473-4100,47.5921323,-122.6354554
530591000875,Arrowhead Elementary,Public,5305910,Northshore School District,Elementary,"6725 NE Arrowhead DR, Kenmore, WA 98028",(425)408-4000,47.7368418,-122.2509239
530030003174,Arthur Jacobsen Elementary,Public,5300300,Auburn School District,Elementary,"29205 132ND AVE SE, Auburn, WA 98092",(253)630-2441,47.3403198,-122.1684394
530669000980,Artondale Elementary School,Public,5306690,Peninsula School District,Elementary,"6219 40th Street NW, Gig Harbor, WA 98335",(253)530-1100,47.2943101,-122.6205343
530465000723,Artz Fox Elementary,Public,5304650,Mabton School District,Elementary,"PO Box 40, Mabton, WA 98935",(509)894-4941,46.2148534,-119.9967079
530028000027,Asotin Elementary,Public,5300280,Asotin-Anatone School District,Elementary,"PO Box 489, ASOTIN, WA 99402",(509)243-4147,46.3393265,-117.0482116
530028000028,Asotin Jr Sr High,Public,5300280,Asotin-Anatone School District,"Middle,High","PO BOX 489, ASOTIN, WA 99402",(509)243-4151,46.3393265,-117.0482116
530540003763,Aspire Academy,Public,5305400,Mount Vernon School District,"Elementary,High","3302 Cedardale Rd #B300, Mount Vernon, WA 98274",(360)428-6216,48.3949779,-122.329434
530585003280,Aspire Middle School,Public,5305850,North Thurston Public Schools,Middle,"5900 54th Ave SE, Lacey, WA 98513",(360)412-4400,47.0010363,-122.8053725
530030002978,Auburn Mountainview High School,Public,5300300,Auburn School District,High,"28900 124th AVE SE, Auburn, WA 98092",(253)804-4539,47.34266179999999,-122.1757861
530030003668,Auburn Opportunity Project,Public,5300300,Auburn School District,High,"401 West Main Street, Auburn, WA 98001",(253)931-4990,47.3082719,-122.2347581
530030002445,Auburn Riverside High School,Public,5300300,Auburn School District,High,"501 ORAVETZ RD SE, AUBURN, WA 98092",(253)804-5154,47.2677408,-122.2222426
530030000032,Auburn Senior High School,Public,5300300,Auburn School District,High,"711 E MAIN ST, AUBURN, WA 98002",(253)931-4880,47.3095644,-122.220087
530825001363,Audubon Elementary,Public,5308250,Spokane School District,Elementary,"2020 W Carlisle Ave, Spokane, WA 99205",(509)354-2140,47.6799611,-117.4421716
530618002689,Avanti High School,Public,5306180,Olympia School District,High,"1113 LEGION WAY SE, OLYMPIA, WA 98501",(360)596-7900,47.04351310000001,-122.8875332
530696001022,Aylen Jr High,Public,5306960,Puyallup School District,"Middle,High","101 15th St NW, Puyallup, WA 98371",(253)841-8723,47.1931582,-122.3121562
530771001157,B F Day Elementary School,Public,5307710,Seattle School District No. 1,Elementary,"3921 LINDEN AV N, SEATTLE, WA 98103",(206)252-6010,47.6547636,-122.3491178
530732001090,Badger Mountain Elementary,Public,5307320,Richland School District,Elementary,"1515 Elementary Street, Richland, WA 99352",(509)967-6225,46.2338445,-119.2719409
530771001173,Bailey Gatzert Elementary School,Public,5307710,Seattle School District No. 1,Elementary,"1301 E YESLER WY, SEATTLE, WA 98122",(206)252-2810,47.6011549,-122.3159697
530033000043,Bainbridge High School,Public,5300330,Bainbridge Island School District,High,"9330 NE High School RD, Bainbridge Island, WA 98110",(206)842-2634,47.6362627,-122.5257353
530033003113,Bainbridge Special Education Services,Public,5300330,Bainbridge Island School District,High,"8489 Madison Ave NE, Bainbridge Island, WA 98110",(206)780-1068,47.6535869,-122.5232032
530870001454,Baker Middle School,Public,5308700,Tacoma School District,Middle,"8001 So J Street, Tacoma, WA 98408",(253)571-5000,47.1830971,-122.4463261
530825001364,Balboa Elementary,Public,5308250,Spokane School District,Elementary,"3010 W Holyoke Ave, Spokane, WA 99208",(509)354-2220,47.718311,-117.4563322
530771001138,Ballard High School,Public,5307710,Seattle School District No. 1,High,"1418 NW 65 ST, SEATTLE, WA 98117",(206)252-1000,47.6767048,-122.3752561
530696001026,Ballou Jr High,Public,5306960,Puyallup School District,"Middle,High","9916 136th St E, Puyallup, WA 98373",(253)841-8725,47.1319366,-122.2967311
530657003520,Barbara McClintock STEM Elementary,Public,5306570,Pasco School District,Elementary,"5706 Road 60, Pasco, WA 99301",(509)416-7808,46.255627,-119.168962
531011001686,Barge-Lincoln Elementary School,Public,5310110,Yakima School District,Elementary,"219 E I St, Yakima, WA 98901",(509)573-5200,46.6152782,-120.5086432
530108003622,Barker Creek Community School,Public,5301080,Central Kitsap School District,"Elementary,High","PO Box 8, Silverdale, WA 98383",(360)662-2570,47.65805,-122.7120272
530000300587,Barnes Elementary,Public,5300003,Kelso School District,Elementary,"401 Barnes, Kelso, WA 98626",(360)501-1500,46.1600547,-122.9079244
530573000846,Basin City Elem,Public,5305730,North Franklin School District,Elementary,"PO Box 829, Connell, WA 99326",(509)269-4669,46.6634733,-118.8611117
530001403585,Bates Technical College - Open Doors,Public,5300014,Bates Technical College,High,"1101 South Yakima Ave., Tacoma, WA 98405",(253)680-7184,47.2520649,-122.4463403
530001403082,Bates Technical High School,Public,5300014,Bates Technical College,High,"1101 South Yakima Avenue, Tacoma, WA 98405",(253)680-7584,47.2520649,-122.4463403
530038000049,Battle Ground High School,Public,5300380,Battle Ground School District,High,"PO Box 200, BATTLE GROUND, WA 98604",(360)885-6500,45.7808725,-122.5373651
530038003918,Battle Ground Virtual Academy,Public,5300380,Battle Ground School District,"Elementary,High","PO Box 200, Battle Ground, WA 98604",(360)334-8200,45.7808725,-122.5373651
530078000689,Bay View Elementary,Public,5300780,Burlington-Edison School District,"Elementary,Middle","15241 JOSH WILSON RD, BURLINGTON, WA 98233",(360)757-3322,48.4880218,-122.4175815
530285000457,Beach Elem,Public,5302850,Ferndale School District,Elementary,"3786 Centerview Road, Lummi Island, WA 98262",(360)383-9440,48.7251199,-122.6872072
530141000246,Beachwood Elementary School,Public,5301410,Clover Park School District,Elementary,"8890 Concord Avenue, JBLM Lewis North, WA 98433",(253)583-5260,47.1205605,-122.5869521
530516000779,Beacon Avenue Elementary School,Public,5305160,Montesano School District,Elementary,"1717 East Beacon Avenue, Montesano, WA 98563",(360)249-4528,46.984474,-123.581571
530771001140,Beacon Hill International School,Public,5307710,Seattle School District No. 1,Elementary,"2025 14 AV S, SEATTLE, WA 98144",(206)252-2700,47.5850972,-122.3153864
530591002221,Bear Creek Elementary,Public,5305910,Northshore School District,Elementary,"18101 Avondale RD NE, Woodinville, WA 98077",(425)408-4100,47.7590386,-122.0803333
530375001495,Beaver Lake Middle School,Public,5303750,Issaquah School District,Middle,"25025 SE 32ND ST, ISSAQUAH, WA 98029",(425)837-4150,47.5800972,-122.0056888
530095002937,Beaver Valley School,Public,5300950,Cascade School District,Elementary,"19265 Beaver Valley Rd, Leavenworth, WA 98826",(509)763-3309,47.7698697,-120.6652401
530078001722,BECC,Public,5300780,Burlington-Edison School District,Pre-K,"927 E FAIRHAVEN AVE, BURLINGTON, WA 98233",(206)757-3311,48.4760668,-122.322475
530261002934,Beezley Springs Elementary,Public,5302610,Ephrata School District,Elementary,"501 C ST NW, EPHRATA, WA 98823",(509)754-5881,47.3260624,-119.5500212
530579000857,Belfair Elementary,Public,5305790,North Mason School District,Elementary,"NE 22900 Hwy 3, Belfair, WA 98528",(360)277-2233,47.438733,-122.8348086
530039003354,Bellevue Big Picture School,Public,5300390,Bellevue School District,"Middle,High","14844 SE 22nd Street, Bellevue, WA 98007",(425)456-7800,47.5921287,-122.1412461
530039003883,Bellevue Digital Discovery,Public,5300390,Bellevue School District,"Elementary,High","12111 NE 1st Street, Bellevue, WA 98005",(425)456-4045,47.6106236,-122.1786522
530039000060,Bellevue High School,Public,5300390,Bellevue School District,High,"10416 Wolverine Way, Bellevue, WA 98004",(425)456-7000,47.6038234,-122.1976296
530039003462,Bellevue Open Doors Reengagement,Public,5300390,Bellevue School District,High,"12111 NE 1ST STREET, BELLEVUE, WA 98005",(425)456-4175,47.6106236,-122.1786522
530042003476,Bellingham Family Partnership Program,Public,5300420,Bellingham School District,"Elementary,High","1409 18th St, Bellingham, WA 98225",(360)676-6424,48.7189503,-122.4933622
530042000099,Bellingham High School,Public,5300420,Bellingham School District,High,"2020 Cornwall Ave, Bellingham, WA 98225",(360)676-6575,48.7568782,-122.4734794
530042003488,Bellingham Re-Engagement Program,Public,5300420,Bellingham School District,High,"1306 Dupont St, Bellingham, WA 98225",(360)676-6400,48.7592534,-122.4868588
530825001366,Bemiss Elementary,Public,5308250,Spokane School District,Elementary,"2323 E Bridgeport Ave, Spokane, WA 99207",(509)354-2300,47.6892439,-117.3751128
530045000118,Benge Elementary,Public,5300450,Benge School District,Elementary,"2978 E. Benge-Winona Rd., Benge, WA 99105",(509)887-2370,46.9154701,-118.0914804
530423000658,Benjamin Franklin Elementary,Public,5304230,Lake Washington School District,Elementary,"12434 NE 60th, Kirkland, WA 98033",(425)936-2550,47.6622525,-122.1733649
530927001556,Benjamin Franklin Elementary,Public,5309270,Vancouver School District,Elementary,"5206 FRANKLIN ST, VANCOUVER, WA 98663",(360)313-1850,45.6595857,-122.6784411
530423000659,Benjamin Rush Elementary,Public,5304230,Lake Washington School District,Elementary,"6101 152nd Ave NE, Redmond, WA 98052",(425)936-2690,47.6619944,-122.1390615
530039000062,Bennett Elementary School,Public,5300390,Bellevue School District,Elementary,"17900 NE 16th Street, Bellevue, WA 98008",(425)456-4800,47.6251451,-122.1027669
530723001064,Benson Hill Elementary School,Public,5307230,Renton School District,Elementary,"18665 116th Ave SE, Renton, WA 98058",(425)204-3300,47.4345609,-122.1878745
530393003352,Benton County Jail,Public,5303930,Kennewick School District,High,"7122 W Okanogan Place, Kennewick, WA 99337",(509)222-6522,46.2230374,-119.2181979
530393002546,Benton/Franklin Juvenile Justice Center,Public,5303930,Kennewick School District,"Middle,High","5606 WEST CANAL DRIVE, KENNEWICK, WA 99336",(509)783-2151,46.2246658,-119.1959188
530945001599,Berney Elementary School,Public,5309450,Walla Walla Public Schools,Elementary,"1718 PLEASANT ST, WALLA WALLA, WA 99362",(509)527-3060,46.0616922,-118.299831
530192000296,Bess Herian Elementary,Public,5301920,Cusick School District,Elementary,"305 MONUMENTAL WAY, CUSICK, WA 99119",(509)445-0361,48.33653899999999,-117.299149
530048003624,Bethel Elementary Learning Academy,Public,5300480,Bethel School District,Elementary,"16117 Canyon Road East, Puyallup, WA 98375",(253)800-4990,47.1090334,-122.3557921
530048000119,Bethel High School,Public,5300480,Bethel School District,High,"22215 38th Ave E, Spanaway, WA 98387",(253)800-7000,47.05545009999999,-122.3772478
530048003786,BETHEL HOPE EARLY LEARNING CENTER,Public,5300480,Bethel School District,Elementary,"214 167th St. S, Spanaway, WA 98387",(253)800-4100,47.1053655,-122.4359396
530048000120,Bethel Middle School,Public,5300480,Bethel School District,Middle,"22201 38th Avenue East, Spanaway, WA 98387",(253)800-7200,47.0550804,-122.378229
530048003762,Bethel Virtual Academy,Public,5300480,Bethel School District,"Elementary,High","7319 Eustis Hunt Rd, SPANAWAY, WA 98387",(253)800-3100,47.0691834,-122.3290213
530123000221,Betz Elementary,Public,5301230,Cheney School District,Elementary,"317 N 7TH, CHENEY, WA 99004",(509)559-4800,47.4954547,-117.5766426
530240000330,Beverly Elementary,Public,5302400,Edmonds School District,Elementary,"5221 168th St SW, Lynnwood, WA 98037",(425)431-7732,47.8475516,-122.3052589
530354000519,Beverly Park Elem at Glendale,Public,5303540,Highline School District,Elementary,"1201 S 104th St, Seattle, WA 98168",(206)631-3400,47.5090771,-122.3180315
530051000129,Bickleton Elementary & High Schl,Public,5300510,Bickleton School District,"Elementary,High","3626 Bickleton Highway, Bickleton, WA 99322",(509)896-5473,45.9991061,-120.2921932
530774001272,Big Lake Elementary School,Public,5307740,Sedro-Woolley School District,Elementary,"16802 Lake View Blvd., Mount Vernon, WA 98274",(360)855-3525,48.4017061,-122.2412816
530354002976,Big Picture School,Public,5303540,Highline School District,"Middle,High","440 S 186th St, Burien, WA 98148",(206)631-7700,47.43703199999999,-122.3280765
530042000100,Birchwood Elementary School,Public,5300420,Bellingham School District,Elementary,"3200 Pinewood Ave, Bellingham, WA 98225",(360)676-6466,48.7753112,-122.5058756
530870001455,Birney Elementary School,Public,5308700,Tacoma School District,Elementary,"7627 South Sheridan Ave, Tacoma, WA 98408",(253)571-4600,47.1874675,-122.4519734
530207003237,BIRTH TO 2 PRESCHOOL,Public,5302070,Deer Park School District,Pre-K,"P.O. Box 490, Deer Park, WA 99006",(509)464-5526,47.9543375,-117.476891
530396003244,Birth to Age 2,Public,5303960,Kent School District,Pre-K,"12033 SE 256TH St Suite A-400, Kent, WA 98030",(253)373-7513,47.3711661,-122.1796102
530123003218,Birth To Three,Public,5301230,Cheney School District,Pre-K,"12414 S Andrus Rd, Cheney, WA 99004",(509)559-4525,47.543491,-117.547194
530846003524,Birth to Three,Public,5308460,Steilacoom Hist. School District,Pre-K,"511 Chambers Street, Steilacoom, WA 98388",(253)874-5445,47.1690838,-122.5984636
530282003408,Birth to Three Development Center,Public,5302820,Federal Way School District,Pre-K,"PO Box 24269, Federal Way, WA 98093",(253)874-5445,47.32240059999999,-122.3134186
530000100376,Black Diamond Elementary,Public,5300001,Enumclaw School District,Elementary,"P.O. Box 285, Black Diamond, WA 98010",(360)802-7570,47.3120246,-122.0068247
530910001889,Black Lake Elementary,Public,5309100,Tumwater School District,Elementary,"6345 Belmore-Black Lake Road, Olympia, WA 98512",(360)709-7350,46.9916315,-122.9575725
530057000130,Blaine Elementary School,Public,5300570,Blaine School District,Elementary,"836 MITCHELL AVE, BLAINE, WA 98230",(360)332-5213,48.9925951,-122.7410763
530057000132,Blaine High School,Public,5300570,Blaine School District,High,"1055 H STREET, BLAINE, WA 98230",(360)332-6045,48.9933148,-122.737063
530057003020,Blaine Home Connection,Public,5300570,Blaine School District,"Elementary,Middle","765 H Street, Blaine, WA 98230",(360)332-5881,48.9937458,-122.7421812
530057000131,Blaine Middle School,Public,5300570,Blaine School District,Middle,"975 H STREET, BLAINE, WA 98230",(360)332-8226,48.9934546,-122.7386608
530057001741,Blaine Primary School,Public,5300570,Blaine School District,Elementary,"820 BOBLETT ST, BLAINE, WA 98230",(360)332-1300,48.9914255,-122.7400539
530057003574,Blaine Re-Engagement,Public,5300570,Blaine School District,High,"Blaine School District, Blaine, WA 98230",(360)332-6045,48.9574201,-122.7592454
530870001496,Blix Elementary School,Public,5308700,Tacoma School District,Elementary,"1302 E 38th St, Tacoma, WA 98404",(253)571-7400,47.2220614,-122.4123711
530684001305,Blue Heron Middle School,Public,5306840,Port Townsend School District,Middle,"3939 San Juan Ave, Port Townsend, WA 98368",(360)379-4540,48.1290301,-122.7791159
530063000133,Boistfort Elem,Public,5300630,Boistfort School District,Middle,"983 Boistfort Road, Curtis, WA 98538",(360)245-3343,46.5501556,-123.1327489
530063003917,BOISTFORT ONLINE SCHOOL,Public,5300630,Boistfort School District,"Elementary,High","983 Boistfort Road, Curtis, WA 98538",(360)245-3343,46.5501556,-123.1327489
530861001441,Bonney Lake Elementary,Public,5308610,Sumner-Bonney Lake School District,Elementary,"18715 80th St E, Bonney Lake, WA 98390",(253)891-4450,47.1846846,-122.1782149
530861002998,Bonney Lake High School,Public,5308610,Sumner-Bonney Lake School District,High,"10920 199th Ave Ct E, Bonney Lake, WA 98391",(253)891-5700,47.1594537,-122.1689707
530790001292,Bordeaux Elementary School,Public,5307900,Shelton School District,Elementary,"350 E. University Ave., Shelton, WA 98584",(360)426-3253,47.2010659,-123.0982102
530618000922,Boston Harbor Elementary,Public,5306180,Olympia School District,Elementary,"7300 ZANGLE RD NE, OLYMPIA, WA 98506",(360)596-6200,47.1359709,-122.8845049
530591000876,Bothell High School,Public,5305910,Northshore School District,High,"9130 NE 180 ST, Bothell, WA 98011",(425)408-7000,47.7589482,-122.21981
530354000521,Bow Lake Elementary,Public,5303540,Highline School District,Elementary,"18237 42nd Ave S, SeaTac, WA 98188",(206)631-3500,47.4388146,-122.2827122
530111000189,Bowdish Middle School,Public,5301110,Central Valley School District,Middle,"2109 S Skipworth Rd, Spokane Valley, WA 99206",(509)558-4700,47.6376093,-117.252074
530030003744,Bowman Creek Elementary,Public,5300300,Auburn School District,Elementary,"5701 Kersey Way SE, Auburn, WA 98092",(253)931-4900,47.2580823,-122.1873965
530870001456,Boze Elementary School,Public,5308700,Tacoma School District,Elementary,"1140 E 65th St, Tacoma, WA 98404",(253)571-4105,47.1979055,-122.4139973
530066000139,Bremerton High School,Public,5300660,Bremerton School District,High,"1500 13th Street, Bremerton, WA 98337",(360)473-0800,47.5732656,-122.6390925
530066002652,Bremerton Homelink Program,Public,5300660,Bremerton School District,"Elementary,Middle","134 Marion Avenue N, Bremerton, WA 98312",(360)473-4200,47.5653006,-122.6618125
530492000743,Brentwood Elementary School,Public,5304920,Mead School District,Elementary,"406 W REGINA AVE, SPOKANE, WA 99218",(509)465-6200,47.7631425,-117.4169338
530069003381,Brewster Alternative School,Public,5300690,Brewster School District,High,"P.O. Box 97, Brewster, WA 98812",(509)689-3449,48.0959784,-119.7806166
530069000148,Brewster Elementary School,Public,5300690,Brewster School District,Elementary,"P.O. BOX 97, BREWSTER, WA 98812",(509)689-2581,48.0959784,-119.7806166
530069000149,Brewster High School,Public,5300690,Brewster School District,High,"P.O. BOX 97, BREWSTER, WA 98812",(509)689-3449,48.0959784,-119.7806166
530069002284,Brewster Middle School,Public,5300690,Brewster School District,Middle,"P.O. Box 97, BREWSTER, WA 98812",(509)689-2032,48.0959784,-119.7806166
530792001299,Briarcrest Elementary,Public,5307920,Shoreline School District,Elementary,"2715 N.E. 158th Street, Shoreline, WA 98155",(206)393-4170,47.74223809999999,-122.2981855
530375000571,Briarwood Elementary,Public,5303750,Issaquah School District,Elementary,"17020 SE 134TH ST, RENTON, WA 98059",(425)837-5000,47.4828655,-122.1155385
530072002890,Bridgeport Aurora High School,Public,5300720,Bridgeport School District,High,"P.O. BOX 1060, Bridgeport, WA 98813",(509)686-5656,48.0081999,-119.671164
530072000150,Bridgeport Elementary,Public,5300720,Bridgeport School District,Elementary,"P.O. Box 1060, Bridgeport, WA 98813",(509)686-2201,48.0081999,-119.671164
530072000151,Bridgeport High School,Public,5300720,Bridgeport School District,High,"BOX 1060, BRIDGEPORT, WA 98813",(509)686-8770,48.0081999,-119.671164
530072001271,Bridgeport Middle School,Public,5300720,Bridgeport School District,Middle,"PO Box 1060, Bridgeport, WA 98813",(509)686-9501,48.0081999,-119.671164
530771003555,Bridges Transition,Public,5307710,Seattle School District No. 1,High,"7201 Beacon Ave S, Seattle, WA 98108",(206)252-0058,47.5383179,-122.2965848
530240000331,Brier Elementary,Public,5302400,Edmonds School District,Elementary,"3625 232ND ST SW, BRIER, WA 98036",(425)431-7854,47.788856,-122.2822036
