NCES-District-ID,District-Name,District-Phone
2680220,Heritage Southwest Intermediate School District,(269)445-6202
2618270,Hesperia Community Schools,(231)854-6185
2601014,Highland Park Public School Academy System,(313)957-3005
2601107,Highpoint Virtual Academy of Michigan,(231)307-4707
2618360,Hillman Community Schools,(989)742-2908
2618390,Hillsdale Community Schools,(517)437-4401
2680480,Hillsdale ISD,(517)689-1801
2600143,Hillsdale Preparatory School,(517)437-4625
2618420,Holland City School District,(616)494-2005
2600216,Holly Academy,(248)634-5554
2618450,Holly Area School District,(248)328-3147
2618480,Holt Public Schools,(517)694-5715
2618510,Holton Public Schools,(231)821-1700
2618540,Homer Community School District,(517)568-4463
2600121,Honey Creek Community School,(734)994-2636
2600229,Hope Academy,(313)934-0054
2600988,Hope Academy of West Michigan,(616)977-4917
2600243,Hope of Detroit Academy,(313)897-8720
2618570,Hopkins Public Schools,(269)793-7261
2618600,Houghton Lake Community Schools,(989)366-2031
2628890,Houghton-Portage Township School District,(906)482-0451
2618720,Howell Public Schools,(517)548-6234
2618810,Hudson Area Schools,(517)448-8912
2618840,Hudsonville Public School District,(616)669-1740
2600211,Huron Academy,(586)446-9170
2680500,Huron ISD,(989)269-6406
2618930,Huron School District,(734)782-2441
2618990,Huron Valley Schools,(248)684-8234
2601040,ICademy Global,(616)953-9879
2619050,Ida Public School District,(734)269-9003
2619100,Imlay City Community Schools,(810)724-9861
2680520,Ingham ISD,(517)244-1289
2601110,Inkster Preparatory Academy,(313)278-3825
2619170,Inland Lakes Schools,(231)238-6868
2601011,Innocademy,(616)748-5637
2601071,Innocademy Allegan Campus,(269)561-4050
2601077,Insight School of Michigan,(517)580-0020
2600195,International Academy of Flint,(810)600-5210
2600946,International Academy of Saginaw,(989)921-1000
2680540,Ionia ISD,(616)527-4900
2619250,Ionia Public Schools,(616)527-9280
2619290,Ionia Township S/D #2,(616)527-4900
2680560,Iosco RESA,(989)362-3006
2619410,Iron Mountain Public Schools,(906)779-2600
2619470,Ironwood Area Schools of Gogebic County,(906)932-0200
2619530,Ishpeming Public School District No. 1,(906)485-5501
2600073,Island City Academy,(517)663-0111
2619580,Ithaca Public Schools,(989)875-3700
2601123,Ivywood Classical Academy,(248)207-1757
2680580,Jackson ISD,(517)768-5200
2601044,Jackson Preparatory & Early College,(517)705-5732
2619620,Jackson Public Schools,(517)841-2202
2600993,Jalen Rose Leadership Academy,(313)397-3333
2619800,Jefferson Schools (Monroe),(734)322-2551
2619830,Jenison Public Schools,(616)457-8890
2619890,Johannesburg-Lewiston Area Schools,(989)732-1773
2619920,Jonesville Community Schools,(517)849-9075
2600071,Joseph K. Lumsden Bahweting Anishnabe Academy,(906)635-5055
2600244,Joy Preparatory Academy,(313)340-0023
2601099,Kalamazoo Covenant Academy,(269)888-2700
2619950,Kalamazoo Public Schools,(269)337-0100
2680600,Kalamazoo RESA,(269)250-9202
2620010,Kaleva Norman Dickson School District,(231)477-5353
2620050,Kalkaska Public Schools,(231)258-9109
2620070,Kearsley Community School District,(810)591-8000
2620160,Kelloggsville Public Schools,(616)538-7460
2620280,Kenowa Hills Public Schools,(616)784-2511
2600099,Kensington Woods Schools,(517)545-0828
2620310,Kent City Community Schools,(616)678-7714
2680620,Kent ISD,(616)364-1333
2620340,Kentwood Public Schools,(616)455-4400
2601100,Keys Grace Academy,(248)629-7700
2600289,Keystone Academy,(734)697-9470
2601046,Kingsbury Country Day School,(248)628-2571
2620380,Kingsley Area Schools,(231)263-5261
2620400,Kingston Community School District,(989)683-2294
2601141,KIPP Detroit Imani Academy,(586)808-6604
2600148,Knapp Charter Academy,(616)364-1100
2600018,L'Anse Area Schools,(906)524-6000
2621870,L'Anse Creuse Public Schools,(586)783-6300
2620550,Laingsburg Community Schools,(517)651-2705
2620610,Lake City Area School District,(231)839-4333
2620670,Lake Fenton Community Schools,(810)591-2532
2620700,Lake Linden-Hubbell School District,(906)296-6211
2620730,Lake Orion Community Schools,(248)693-5404
2632670,Lake Shore Public Schools (Macomb),(586)285-8480
2601093,Lake Superior Academy,(906)259-1168
2620820,Lakeshore School District (Berrien),(269)428-1400
2620910,Lakeview Community Schools (Montcalm),(989)352-6226
2620880,Lakeview Public Schools (Macomb),(586)445-4000
2620850,Lakeview Sch. District (Calhoun),(269)565-2400
2620940,LakeVille Community School District,(810)591-3980
2620980,Lakewood Public Schools,(616)374-8043
2621120,Lamphere Public Schools,(248)589-1990
2600220,Landmark Academy,(810)982-7210
2600959,Lansing Charter Academy,(517)882-9585
2621150,Lansing Public School District,(517)755-1010
2621180,Lapeer Community Schools,(810)667-2401
2680660,Lapeer ISD,(810)664-5917
2600296,Laurus Academy,(248)799-8401
2621210,Lawrence Public Schools,(269)674-8233
2621240,Lawton Community School District,(269)624-7901
2600970,Leelanau Montessori Public School Academy,(231)994-2074
2600979,Legacy Charter Academy,(877)223-6402
2621390,Leland Public School District,(231)256-9857
2680680,Lenawee ISD,(517)265-1627
2621420,Les Cheneaux Community Schools,(906)484-2256
2621450,Leslie Public Schools,(517)589-8200
2601058,LifeTech Academy,(517)325-5469
2601096,Light of the World Academy,(734)720-9760
2600949,Lighthouse Academy,(616)949-2287
2601118,Lighthouse Connections Academy,(810)447-0893
2621570,Lincoln Consolidated School District,(734)484-7001
2621600,Lincoln Park School District of the City of,(313)389-0200
2601139,Lincoln-King Adams-Young Academy,(734)716-7193
2600197,Linden Charter Academy,(810)720-0515
2621690,Linden Community Schools,(810)591-0980
2621750,Litchfield Community Schools,(517)542-2388
2601108,Livingston Classical Academy,(734)449-2052
2680700,Livingston ESA,(517)540-6801
2621840,Livonia Public Schools School District,(734)744-2525
2622050,Lowell Area Schools,(616)987-2500
2622200,Ludington Area School District,(231)845-7303
2601033,MacDowell Preparatory Academy,(313)494-8141
2622230,Mackinac Island Public Schools,(906)847-3377
2622260,Mackinaw City Public Schools,(231)436-8211
2600101,Macomb Academy,(586)228-2201
2680720,Macomb ISD,(586)228-3300
2601035,Macomb Montessori Academy,(586)359-2138
2600317,Madison Academy,(810)655-2949
2622290,Madison District Public Schools,(248)399-7800
2622320,Madison School District (Lenawee),(517)263-0741
2601008,Madison-Carver Academy,(734)716-7193
2622350,Mancelona Public Schools,(231)587-9764
2622380,Manchester Community Schools,(734)428-9711
2622410,Manistee Area Public Schools,(231)723-3521
2680740,Manistee ISD,(231)723-4264
2622470,Manistique Area Schools,(906)252-4330
2622500,Manton Consolidated Schools,(231)824-6411
2622620,Maple Valley Schools,(517)852-9699
2622830,Mar Lee School District,(269)781-5412
2622740,Marcellus Community Schools,(269)646-7655
2622800,Marion Public Schools,(231)743-2486
2622860,Marlette Community Schools,(989)635-7429
2600013,Marquette Area Public Schools,(906)225-5326
2680750,Marquette-Alger Regional Education Service Agency,(906)226-5102
2600250,Marshall Academy,(269)781-6330
2622970,Marshall Public Schools,(269)781-1250
2600131,Martin Luther King Jr. Education Center Academy,(313)341-4944
2622980,Martin Public Schools,(269)442-0500
2623040,Marysville Public Schools,(810)364-7731
2623100,Mason Consolidated Schools (Monroe),(734)848-9304
2623130,Mason County Central Schools,(231)757-3713
2623160,Mason County Eastern Schools,(231)757-3733
2623070,Mason Public Schools (Ingham),(517)676-2484
2623250,Mattawan Consolidated School,(269)668-3361
2623280,Mayville Community School District,(989)843-6115
2623310,McBain Rural Agricultural Schools,(231)825-2165
2680770,Mecosta-Osceola ISD,(231)796-3543
2623460,Melvindale-Northern Allen Park Schools,(313)389-3300
2623490,Memphis Community Schools,(810)535-8225
2623520,Mendon Community School District,(269)496-8491
2623550,Menominee Area Public Schools,(906)863-4466
2680790,Menominee ISD,(906)863-5665
2623580,Meridian Public Schools,(989)687-3200
2623610,Merrill Community Schools,(989)643-7261
2600281,Merritt Academy,(586)749-6000
2623670,Mesick Consolidated Schools,(231)885-1200
2600262,Metro Charter Academy,(734)641-3200
2623790,Michigan Center School District,(517)764-5778
2600210,Michigan Collegiate,(586)779-8055
2600969,Michigan Connections Academy,(517)507-5390
2600960,Michigan Department of Community Health,(517)335-0267
2600001,Michigan Department of Corrections,(517)373-0720
2600004,Michigan Department of Human Services,(517)373-2000
2601010,Michigan Educational Choice Center,(313)314-3730
2601070,Michigan Great Lakes Virtual Academy,(231)794-5999
2601114,Michigan International Prep School,(248)289-5521
2600967,Michigan Mathematics and Science Academy,(586)353-2108
2601112,Michigan Online School,(269)216-6972
2600280,Michigan School for the Deaf,(810)257-1467
2600972,Michigan Virtual Charter Academy,(616)309-1601
2623830,Mid Peninsula School District,(906)359-4387
2600082,Mid-Michigan Leadership Academy,(517)485-5379
2680800,Midland County Educational Service Agency,(989)631-5890
2623820,Midland Public Schools,(989)923-5001
2623850,Milan Area Schools,(734)439-5050
2600297,Mildred C. Wells Preparatory Academy,(269)926-2885
2623910,Millington Community Schools,(989)660-2451
2624000,Mio-AuSable Schools,(989)826-2404
2601045,Momentum Academy,(248)682-5000
2624120,Mona Shores Public School District,(231)332-8201
2680820,Monroe ISD,(734)322-2610
2624150,Monroe Public Schools,(734)265-3070
2612960,Montabella Community Schools,(989)427-5148
2624180,Montague Area Public Schools,(231)893-1515
2680830,Montcalm Area ISD,(989)831-5261
2624420,Montrose Community Schools,(810)591-8811
2624540,Moran Township School District,(906)643-7970
2624570,Morenci Area Schools,(517)458-7501
2624600,Morley Stanwood Community Schools,(231)856-4392
2624630,Morrice Area Schools,(517)625-3142
2624690,Mount Clemens Community School District,(586)461-3776
2600283,Mt. Clemens Montessori Academy,(586)465-5545
2624720,Mt. Morris Consolidated Schools,(810)591-8760
2624750,Mt. Pleasant City School District,(989)775-2301
2600315,Multicultural Academy,(734)677-0732
2624810,Munising Public Schools,(906)387-2251
2680850,Muskegon Area ISD,(231)767-7229
2601088,Muskegon Covenant Academy,(231)720-3100
2601029,Muskegon Heights Public School Academy System,(231)830-3732
2680996,Muskegon Maritime Academy,(231)903-5523
2601067,Muskegon Montessori Academy for Environmental Change,(231)766-7500
2624840,Muskegon Public Schools of the City of,(231)720-2000
2600103,Nah Tah Wahsh Public School Academy,(906)466-2952
2624960,Napoleon Community Schools,(517)905-5705
2625020,Negaunee Public Schools,(906)475-4157
2600213,New Bedford Academy,(734)744-8464
2600090,New Branches Charter Academy,(616)243-6221
2625140,New Buffalo Area Schools,(269)469-6010
2601135,New Dawn Academy of Warren,(855)800-7836
2625230,New Haven Community Schools,(586)749-5123
2625290,New Lothrop Area Public Schools,(810)638-5091
2601075,New Paradigm College Prep,(313)852-1500
2600998,New Paradigm Glazer-Loving Academy,(313)833-1100
2680860,Newaygo County RESA,(231)924-0381
2625320,Newaygo Public School District,(231)652-6984
