NCES-School-ID,School-Name,School-Type,NCES-District-ID,District,School-Level,Address,Phone,Latitude,Longitude
263663008789,ACCE,Public,2636630,Ypsilanti Community Schools,"Middle,High","1076 Ecorse Road, Ypsilanti, MI 48198",(734)221-1691,42.2348854,-83.5904621
261452002043,Accelerated Learning Academy,Public,2614520,Flint School District of the City of,"Middle,High","1602 S AVERILL AVE, FLINT, MI 48503",(810)760-1805,43.0109216,-83.6451486
260273001594,ACES Academy,Public,2602730,Alpena Public Schools,"Middle,High","3303 S THIRD AVE, ALPENA, MI 49707",(989)358-5170,45.0560109,-83.469083
260096307974,Achieve Charter Academy,Public,2600963,Achieve Charter Academy,Middle,"3250 DENTON RD, CANTON, MI 48188",(734)397-0960,42.2813981,-83.5279257
262496001591,Ackerson High School,Public,2624960,Napoleon Community Schools,High,"PO Box 308, Napoleon, MI 49261",(517)905-5718,42.1599357,-84.2450019
263663008476,ACTech High School,Public,2636630,Ypsilanti Community Schools,High,"2095 Packard Road, YPSILANTI, MI 48197",(734)221-1001,42.2432871,-83.6451563
260000603854,AD Johnston JrSr High School,Public,2600006,Bessemer Area School District,"Middle,High","100 WEST LEAD ST, BESSEMER, MI 49911",(906)667-0413,46.4815841,-90.05337279999999
261461005152,Ada Elementary School,Public,2614610,Forest Hills Public Schools,Elementary,"731 ADA DR SE, ADA, MI 49301",(616)493-8940,42.9526245,-85.49432709999999
261461001312,Ada Vista Elementary School,Public,2614610,Forest Hills Public Schools,Elementary,"7192 BRADFIELD AVE SE, ADA, MI 49301",(616)493-8970,42.9539687,-85.49321599999999
262382006050,Adams Elementary School,Public,2623820,Midland Public Schools,Elementary,"1005 ADAMS DR, MIDLAND, MI 48642",(989)923-6037,43.6462379,-84.2156625
260001003860,Adams Elementary School,Public,2600010,Sigel Township S/D #3F,"Elementary,Middle","4151 SECTION LINE RD, BAD AXE, MI 48413",(989)269-8944,43.8427306,-82.85753389999999
263666008300,Adams Elementary School,Public,2636660,Zeeland Public Schools,Elementary,"7447 ADAMS ST, ZEELAND, MI 49464",(616)748-3476,42.7851742,-85.9669024
260001503879,Adams Middle School,Public,2600015,Wayne-Westland Community School District,Middle,"33475 PALMER RD, WESTLAND, MI 48186",(734)419-2375,42.2940861,-83.36942049999999
260113908944,AdamsYoung Building,Public,2601139,Lincoln-King Adams-Young Academy,Elementary,"13130 GROVE ST, DETROIT, MI 48235",(734)734-7193,42.4147478,-83.1750118
263030002070,Addams Elementary and ECC,Public,2630300,Royal Oak Schools,Elementary,"2222 WEST WEBSTER RD, ROYAL OAK, MI 48073",(248)288-3100,42.511409,-83.1719969
260192007996,Addison Elementary School,Public,2601920,Addison Community Schools,Elementary,"219 NORTH COMSTOCK ST, ADDISON, MI 49220",(517)547-6910,41.9883043,-84.34390069999999
260192003923,Addison High School,Public,2601920,Addison Community Schools,High,"219 NORTH COMSTOCK ST, ADDISON, MI 49220",(517)547-6900,41.9883043,-84.34390069999999
260192008311,Addison Middle School,Public,2601920,Addison Community Schools,Middle,"219 N COMSTOCK ST, ADDISON, MI 49220",(517)547-6900,41.9883043,-84.34390069999999
263231006771,Adlai Stevenson Elementary School,Public,2632310,Southfield Public School District,Elementary,"27777 LAHSER RD, SOUTHFIELD, MI 48034",(248)746-8840,42.492657,-83.2633456
263447007009,Adlai Stevenson High School,Public,2634470,Utica Community Schools,High,"39701 DODGE PARK RD, STERLING HEIGHTS, MI 48313",(586)797-1900,42.586797,-83.01314169999999
260001503905,Adlai Stevenson Middle School,Public,2600015,Wayne-Westland Community School District,Middle,"38501 PALMER RD, WESTLAND, MI 48186",(734)419-2350,42.2937848,-83.41807949999999
260195002061,Adrian Community High School,Public,2601950,Adrian Public Schools,High,"801 EAST MAUMEE ST, ADRIAN, MI 49221",(517)263-1332,41.8972115,-84.02546970000002
260195003927,Adrian High School,Public,2601950,Adrian Public Schools,"Middle,High","785 RIVERSIDE AVE, ADRIAN, MI 49221",(517)263-2181,41.9103065,-84.0469231
268070008765,Adult Transition Services,Public,2680700,Livingston ESA,,"1429 W Grand River Ave, Howell, MI 48843",(517)540-6876,42.6104945,-83.9528337
260025507882,Advanced Technology Academy,Public,2600255,Advanced Technology Academy,High,"4801 OAKMAN BLVD, DEARBORN, MI 48126",(313)625-4700,42.3222836,-83.1692083
261803000962,Advantage Alternative Program,Public,2618030,Hazel Park School District of the City of,"Elementary,High","1620 EAST ELZA AVE, HAZEL PARK, MI 48030",(248)658-5280,42.4513215,-83.0871147
260010600688,AGBU AlexMarie Manoogian School,Public,2600106,AGBU Alex-Marie Manoogian School,"Elementary,High","22001 NORTHWESTERN HWY, SOUTHFIELD, MI 48075",(248)569-2988,42.4541787,-83.2192831
260198008428,Airport Center for Education,Public,2601980,Airport Community Schools,"Elementary,High","11330 GRAFTON RD, CARLETON, MI 48117",(734)654-4071,42.0402423,-83.3763642
260198008678,Airport Middle College,Public,2601980,Airport Community Schools,High,"11330 GRAFTON RD, CARLETON, MI 48117",(734)654-4071,42.0402423,-83.3763642
260198003939,Airport Senior High School,Public,2601980,Airport Community Schools,High,"11330 GRAFTON RD, CARLETON, MI 48117",(734)654-6208,42.0402423,-83.3763642
260201003945,AkronFairgrove Elem School,Public,2602010,Akron-Fairgrove Schools,Elementary,"4335 LYNN ST, AKRON, MI 48701",(989)691-5141,43.5676577,-83.5180824
260201003946,AkronFairgrove JrSr High School,Public,2602010,Akron-Fairgrove Schools,"Middle,High","PO Box 217, Fairgrove, MI 48733",(989)693-6112,43.5236323,-83.54329249999999
260201009000,AkronFairgrove Schools Academic Learning Center,Public,2602010,Akron-Fairgrove Schools,High,"2800 NORTH THOMAS RD, FAIRGROVE, MI 48733",(989)693-6163,43.54625069999999,-83.541755
260110304637,AL Holmes Academy of Blended Learning,Public,2601103,Detroit Public Schools Community District,Middle,"8950 CRANE ST, DETROIT, MI 48213",(313)866-5644,42.3947356,-83.0142329
262307005992,Alaiedon Elementary School,Public,2623070,Mason Public Schools (Ingham),Elementary,"1723 OKEMOS RD, MASON, MI 48854",(517)676-6499,42.6323021,-84.4340924
262706000015,Alamo Elementary School,Public,2627060,Otsego Public Schools,Elementary,"8184 NORTH 6TH ST, KALAMAZOO, MI 49009",(269)694-7603,42.3784213,-85.7072214
262181005875,Alanson Public School,Public,2621810,Alanson Public Schools,High,"7400 NORTH ST, ALANSON, MI 49706",(231)548-2261,45.4441419,-84.78973909999999
260204003949,Alba School,Public,2602040,Alba Public Schools,High,"5935 ELM ST, ELMIRA, MI 49730",(231)584-2000,44.9777684,-84.9700797
260001503880,Albert Schweitzer Elementary School,Public,2600015,Wayne-Westland Community School District,Elementary,"2601 TREADWELL ST, WESTLAND, MI 48186",(734)419-2750,42.2890371,-83.40091210000001
260216003955,Alcona Community High School,Public,2602160,Alcona Community Schools,"Middle,High","51 N BARLOW RD, HARRISVILLE, MI 48740",(989)736-8534,44.6571167,-83.4058658
260216007445,Alcona Elementary School,Public,2602160,Alcona Community Schools,Elementary,"181 N BARLOW RD, HARRISVILLE, MI 48740",(989)736-8146,44.657188,-83.4030485
262874006426,Alcott School,Public,2628740,Pontiac City School District,Elementary,"460 WEST KENNETT RD, PONTIAC, MI 48340",(248)451-7910,42.6658278,-83.3176422
260195003929,Alexander Elementary School,Public,2601950,Adrian Public Schools,Elementary,"520 CHERRY ST, ADRIAN, MI 49221",(517)263-9533,41.9067269,-84.04252
260001503881,Alexander Hamilton Elementary School,Public,2600015,Wayne-Westland Community School District,Elementary,"1031 SOUTH SCHUMAN ST, WESTLAND, MI 48186",(734)419-2650,42.3022089,-83.37034829999999
263030006647,Alfred E Upton Elementary School,Public,2630300,Royal Oak Schools,Elementary,"4400 MANDALAY AVE, ROYAL OAK, MI 48073",(248)549-4968,42.5292817,-83.18595479999999
260000107831,Alger Maximum Correctional Facility,Public,2600001,Michigan Department of Corrections,High,"PO Box 600, Munising, MI 49862",(906)387-5000,46.4301821,-86.6963578
261644008575,Alger Middle School,Public,2616440,Grand Rapids Public Schools,Middle,"921 Alger St SE, Grand Rapids, MI 49507",(616)819-6200,42.9207621,-85.64418599999999
260219008684,Algonac Alternative Education,Public,2602190,Algonac Community School District,"Middle,High","9541 PHELPS RD, CLAY, MI 48001",(810)794-4911,42.6278421,-82.5852817
260219003960,Algonac JuniorSenior High School,Public,2602190,Algonac Community School District,"Middle,High","5200 TAFT RD, CLAY, MI 48001",(810)794-4911,42.627608,-82.5826499
260219008693,Algonquin Elementary School,Public,2602190,Algonac Community School District,Elementary,"9185 Marsh Road, Clay, MI 48001",(810)794-9317,42.6347,-82.543177
260957004460,Algonquin Middle School,Public,2609570,Chippewa Valley Schools,Middle,"19150 BRIARWOOD LN, CLINTON TWP, MI 48036",(586)723-3500,42.572905,-82.9227329
261893008984,Alice I Ferguson Early Childhood Center,Public,2618930,Huron School District,Elementary,"24678 MERRIMAN RD, NEW BOSTON, MI 48164",(734)984-1330,42.1245738,-83.3438754
263231008151,Alice M Birney K8 School,Public,2632310,Southfield Public School District,Middle,"27225 Evergreen Road, Southfield, MI 48076",(248)746-8800,42.4894243,-83.24312379999999
260222000110,Allegan Alternative High School,Public,2602220,Allegan Public Schools,High,"550 5TH ST, ALLEGAN, MI 49010",(269)673-5433,42.5229155,-85.84309669999999
260222003966,Allegan High School,Public,2602220,Allegan Public Schools,High,"550 5TH ST, ALLEGAN, MI 49010",(269)673-7002,42.5229155,-85.84309669999999
260222009016,Allegan Online K8,Public,2602220,Allegan Public Schools,"Elementary,Middle","550 5TH ST, ALLEGAN, MI 49010",(269)673-5431,42.5229155,-85.84309669999999
263234000295,Allen Elementary School,Public,2632340,Southgate Community School District,Elementary,"16500 MCCANN ST, SOUTHGATE, MI 48195",(734)246-4644,42.1881197,-83.2102073
260252003971,Allen Park High School,Public,2602520,Allen Park Public Schools,High,"18401 CHAMPAIGN RD, ALLEN PARK, MI 48101",(313)827-1200,42.2485671,-83.22634769999999
260252003974,Allen Park Middle School,Public,2602520,Allen Park Public Schools,Middle,"8401 VINE AVE, ALLEN PARK, MI 48101",(313)827-2200,42.2441572,-83.20391459999999
260255008909,Allendale Early Childhood Center,Public,2602550,Allendale Public Schools,Elementary,"10455 TIMBERLINE DR, ALLENDALE, MI 49401",(616)892-5580,42.9591854,-85.9649116
262346001838,Allendale Elementary School,Public,2623460,Melvindale-Northern Allen Park Schools,Elementary,"3201 OAKWOOD BLVD, MELVINDALE, MI 48122",(313)389-4664,42.2799975,-83.1770604
260255003976,Allendale High School,Public,2602550,Allendale Public Schools,"Middle,High","10760 68TH AVE, ALLENDALE, MI 49401",(616)892-5585,42.9647192,-85.9503598
260255000255,Allendale Middle School,Public,2602550,Allendale Public Schools,Middle,"7161 PLEASANT VIEW CT, ALLENDALE, MI 49401",(616)892-5595,42.9624682,-85.96251749999999
260264003980,Alma Senior High School,Public,2602640,Alma Public Schools,High,"1500 PINE AVE, ALMA, MI 48801",(989)463-3111,43.3917815,-84.6553477
260267003982,Almont High School,Public,2602670,Almont Community Schools,"Middle,High","4701 HOWLAND RD, ALMONT, MI 48003",(810)798-8595,42.93033080000001,-83.041381
260267001839,Almont Middle School,Public,2602670,Almont Community Schools,"Elementary,Middle","4624 KIDDER RD, ALMONT, MI 48003",(810)798-3578,42.9310751,-83.0386662
260273003984,Alpena High School,Public,2602730,Alpena Public Schools,"Middle,High","3303 SOUTH THIRD AVE, ALPENA, MI 49707",(989)358-5200,45.0560109,-83.469083
262028005707,Alpine Elementary School,Public,2620280,Kenowa Hills Public Schools,Elementary,"4730 BAUMHOFF AVE NW, COMSTOCK PARK, MI 49321",(616)784-0884,43.0498037,-85.7181289
260103408339,Alternative Educational Academy of Iosco County,Public,2601034,Alternative Educational Academy of Iosco County,"Middle,High","40 W M 55, TAWAS CITY, MI 48763",(989)362-2575,44.26946119999999,-83.5146973
260109208670,Alternative Educational Academy of Ogemaw County,Public,2601092,Alternative Educational Academy of Ogemaw County,"Middle,High","2479 S M 76, West Branch, MI 48661",(989)343-9070,44.2640159,-84.2166562
262205005925,Alto Elementary School,Public,2622050,Lowell Area Schools,Elementary,"6150 BANCROFT AVE SE, ALTO, MI 49302",(616)987-2600,42.8530183,-85.3792557
261884005559,Alward Elementary School,Public,2618840,Hudsonville Public School District,Elementary,"3811 PORT SHELDON ST, HUDSONVILLE, MI 49426",(616)669-6700,42.8861901,-85.87549179999999
263009006600,Amanda Moore Elementary School,Public,2630090,Romeo Community Schools,Elementary,"209 DICKENSON ST, ROMEO, MI 48065",(586)752-0260,42.8056022,-83.0087219
262895006484,Amberly Elementary School,Public,2628950,Portage Public Schools,Elementary,"6637 AMBERLY ST, PORTAGE, MI 49024",(269)323-5900,42.2202302,-85.62324749999999
260098608231,American International Academy  Elementary,Public,2600986,American International Academy,Elementary,"300 Henry Ruff Road, Westland, MI 48186",(734)713-5525,42.30863040000001,-83.3409425
260098608795,American International Academy High SchoolMiddle Schooll,Public,2600986,American International Academy,"Middle,High","28955 ROSEWOOD ST, INKSTER, MI 48141",(734)713-5525,42.2988236,-83.3263963
260098608907,American International Academy Upper Elementary,Public,2600986,American International Academy,Elementary,"27100 AVONDALE ST, INKSTER, MI 48141",(734)713-5525,42.3048932,-83.3082915
260031201763,American Montessori Academy Elementary,Public,2600312,American Montessori Academy,Elementary,"14800 MIDDLEBELT RD, LIVONIA, MI 48154",(734)525-7100,42.392947,-83.3332763
260031208089,American Montessori Academy Upper Elementary,Public,2600312,American Montessori Academy,"Elementary,Middle","30055 JOY RD, WESTLAND, MI 48185",(313)533-0000,42.353583,-83.3381781
262598006244,Amerman Elementary School,Public,2625980,Northville Public Schools,Elementary,"847 NORTH CENTER ST, NORTHVILLE, MI 48167",(248)465-2100,42.4404287,-83.4843661
260279003997,Anchor Bay High School,Public,2602790,Anchor Bay School District,High,"6319 COUNTY LINE RD, IRA, MI 48023",(586)648-2525,42.7118036,-82.72628449999999
260279000196,Anchor Bay Middle School North,Public,2602790,Anchor Bay School District,Middle,"52805 ASHLEY DR, NEW BALTIMORE, MI 48047",(586)725-7373,42.6898278,-82.74162580000001
260279001142,Anchor Bay Middle School South,Public,2602790,Anchor Bay School District,Middle,"48650 SUGARBUSH RD, CHESTERFIELD, MI 48047",(586)949-4510,42.6627765,-82.7898293
260696004293,Anderson Elementary School,Public,2606960,Bronson Community School District,Elementary,"335 EAST COREY ST, BRONSON, MI 49028",(517)369-3234,41.8721554,-85.1876427
261635000509,Anderson Elementary School,Public,2616350,Grand Blanc Community Schools,Elementary,"5290 LEROY ST, GRAND BLANC, MI 48439",(810)591-5829,42.9506636,-83.6685076
260501004186,Anderson Middle School,Public,2605010,Berkley School District,"Elementary,Middle","3205 CATALPA DR, BERKLEY, MI 48072",(248)837-8200,42.49539980000001,-83.1905622
260990004471,Andersonville Elementary School,Public,2609900,Clarkston Community School District,Elementary,"10350 ANDERSONVILLE RD, DAVISBURG, MI 48350",(248)623-5200,42.7303794,-83.49381269999999
261425005065,Andrew G Schmidt Middle School,Public,2614250,Fenton Area Public Schools,Middle,"3255 DONALDSON DR, FENTON, MI 48430",(810)591-7700,42.7874402,-83.72999089999999
263384006927,Andrews Elementary School,Public,2633840,Three Rivers Community Schools,Elementary,"200 SOUTH DOUGLAS AVE, THREE RIVERS, MI 49093",(269)279-1140,41.9410245,-85.6414698
260501004190,Angell Elementary School,Public,2605010,Berkley School District,Elementary,"3849 BEVERLY BLVD, BERKLEY, MI 48072",(248)837-8500,42.5005511,-83.1987911
260282004005,Angell School,Public,2602820,Ann Arbor Public Schools,Elementary,"1608 SOUTH UNIVERSITY AVE, ANN ARBOR, MI 48104",(734)994-1907,42.2745599,-83.7278
262895006485,Angling Road Elementary School,Public,2628950,Portage Public Schools,Elementary,"5340 ANGLING RD, PORTAGE, MI 49024",(269)323-6000,42.2396417,-85.6290619
260282004006,Ann Arbor Open at Mack School,Public,2602820,Ann Arbor Public Schools,"Elementary,Middle","920 MILLER AVE, ANN ARBOR, MI 48103",(734)994-1910,42.2874372,-83.7596415
260282004021,Ann Arbor STEAM at Northside School,Public,2602820,Ann Arbor Public Schools,"Elementary,Middle","912 BARTON DR, ANN ARBOR, MI 48105",(734)994-1958,42.29879280000001,-83.7334427
260110304641,Ann Arbor Trail Magnet School,Public,2601103,Detroit Public Schools Community District,"Elementary,Middle","7635 Chatham, Detroit, MI 48239",(313)274-8560,42.3470854,-83.2610545
260000501683,Ann J Kellogg School,Public,2600005,Battle Creek Public Schools,Elementary,"306 CHAMPION ST, BATTLE CREEK, MI 49037",(269)965-9773,42.327188,-85.19273629999999
263225006752,Ann L Dolsen Elementary School,Public,2632250,South Lyon Community Schools,Elementary,"56775 RICE ST, NEW HUDSON, MI 48165",(248)573-8400,42.509545,-83.6134888
262976006552,Ann Visger K5 Preparatory Academy,Public,2629760,River Rouge School District of the City of,Elementary,"11121 WEST JEFFERSON AVE, RIVER ROUGE, MI 48218",(313)297-9648,42.2646012,-83.13634239999999
261161004618,Annapolis High School,Public,2611610,Dearborn Heights School District #7,High,"4650 CLIPPERT ST, DEARBORN HEIGHTS, MI 48125",(313)203-3300,42.2759515,-83.24671359999999
261899007843,Apollo Center,Public,2618990,Huron Valley Schools,High,"2029 NORTH MILFORD RD, HIGHLAND, MI 48357",(248)684-8134,42.656987,-83.6198362
263237007892,Appleview Elementary School,Public,2632370,Sparta Area Schools,Elementary,"240 E SPARTAN DR, SPARTA, MI 49345",(616)887-1743,43.14807940000001,-85.7136301
260018101053,Arbor Academy,Public,2600181,Arbor Academy,"Elementary,Middle","55 ARBOR ST, BATTLE CREEK, MI 49015",(269)963-5851,42.2999982,-85.21328679999999
260098908273,Arbor Preparatory High School,Public,2600989,Arbor Preparatory High School,High,"6800 Hitchingham Road, Ypsilanti, MI 48197",(734)961-9700,42.1901448,-83.62263399999999
262415006091,Arborwood Elementary School,Public,2624150,Monroe Public Schools,,"1135 RIVERVIEW AVE, MONROE, MI 48162",(734)265-4500,41.9292576,-83.38297730000001
261995005653,Arcadia Elementary School,Public,2619950,Kalamazoo Public Schools,Elementary,"932 Boswell Ln, Kalamazoo, MI 49006",(269)337-0530,42.282317,-85.6353367
262088005755,Ardmore Elementary School,Public,2620880,Lakeview Public Schools (Macomb),Elementary,"27001 GREATER MACK AVE, SAINT CLAIR SHORES, MI 48081",(586)445-4160,42.4904745,-82.8931204
260324008269,Armada Continuing Education Center,Public,2603240,Armada Area Schools,High,"23211 PROSPECT AVE, ARMADA, MI 48005",(586)784-2160,42.8460502,-82.8825683
260324004042,Armada High School,Public,2603240,Armada Area Schools,High,"23655 ARMADA CENTER RD, ARMADA, MI 48005",(586)784-2400,42.8512441,-82.8765329
260324004044,Armada Middle School,Public,2603240,Armada Area Schools,Middle,"23550 ARMADA CENTER RD, ARMADA, MI 48005",(586)784-2500,42.8495201,-82.8789334
262007005693,Armstrong Middle School,Public,2620070,Kearsley Community School District,Middle,"G6161 HOPKINS RD, FLINT, MI 48506",(810)591-9929,43.0771077,-83.5977732
260252003972,Arno Elementary School,Public,2602520,Allen Park Public Schools,Elementary,"7500 FOX AVE, ALLEN PARK, MI 48101",(313)827-1050,42.2506242,-83.2056693
262379006045,Arnold Elementary School,Public,2623790,Michigan Center School District,Elementary,"400 SOUTH STATE ST, MICHIGAN CENTER, MI 49254",(517)764-5700,42.2237853,-84.3386132
263045006700,Arrowwood Elementary School,Public,2630450,Saginaw Township Community Schools,Elementary,"5410 SEIDEL RD, SAGINAW, MI 48638",(989)797-1835,43.4232802,-84.0224235
263039008612,Arthur Eddy Academy,Public,2630390,Saginaw School District of the City of,,"1000 CATHAY ST, SAGINAW, MI 48601",(989)399-5250,43.4422937,-83.9093864
263039006656,Arthur Hill High School,Public,2630390,Saginaw School District of the City of,High,"3115 MACKINAW ST, SAGINAW, MI 48602",(989)399-5800,43.4283261,-83.9916207
260027301308,Arts Academy in the Woods,Public,2600273,Arts Academy in the Woods,"Middle,High","32101 Caroline, Fraser, MI 48026",(586)294-0391,42.5324123,-82.95194149999999
260026701403,Arts and Technology Academy of Pontiac,Public,2600267,Arts and Technology Academy of Pontiac,High,"888 ENTERPRISE DR, PONTIAC, MI 48341",(248)452-9309,42.6211153,-83.2518175
260327004045,Arvon Township School,Public,2603270,Arvon Township School District,"Elementary,Middle","21798 SKANEE RD, SKANEE, MI 49962",(906)524-7336,46.865722,-88.19220779999999
260001708240,Ascent High School,Public,2600017,Bad Axe Public Schools,High,"200 NORTH BARRIE RD, BAD AXE, MI 48413",(989)269-2737,43.8078827,-83.0162471
263234001932,Asher School,Public,2632340,Southgate Community School District,High,"14101 LEROY ST, SOUTHGATE, MI 48195",(734)246-4633,42.1905002,-83.19494619999999
260348004047,Ashley Elementary School,Public,2603480,Ashley Community Schools,Elementary,"PO Box 6, Ashley, MI 48806",(989)847-2102,43.186696,-84.47443469999999
260279003998,Ashley Elementary School,Public,2602790,Anchor Bay School District,Elementary,"52347 ASHLEY ST, NEW BALTIMORE, MI 48047",(586)725-2801,42.6864032,-82.7371695
260348004046,Ashley High School,Public,2603480,Ashley Community Schools,High,"PO Box 6, Ashley, MI 48806",(989)847-2514,43.186696,-84.47443469999999
260348001954,Ashley Middle School,Public,2603480,Ashley Community Schools,"Elementary,Middle","PO Box 6, Ashley, MI 48806",(989)847-2514,43.186696,-84.47443469999999
262540000932,Aspen Ridge Elementary School,Public,2625400,NICE Community School District,Middle,"350 ASPEN RIDGE SCHOOL RD, ISHPEMING, MI 49849",(906)485-3175,46.479403,-87.73154
263426006976,Athens High School,Public,2634260,Troy School District,High,"4333 John R Road, Troy, MI 48085",(248)823-2900,42.581852,-83.11115099999999
260351004048,Athens JuniorSenor High School,Public,2603510,Athens Area Schools,"Middle,High","300 EAST HOLCOMB ST, ATHENS, MI 49011",(269)729-5414,42.0856227,-85.2316707
260354004052,Atherton Elementary School,Public,2603540,Atherton Community Schools,Elementary,"3444 SOUTH GENESEE RD, BURTON, MI 48519",(810)591-0604,42.9783027,-83.6174293
260354004051,Atherton Jr  Sr High School,Public,2603540,Atherton Community Schools,"Middle,High","3354 SOUTH GENESEE RD, BURTON, MI 48519",(810)591-9184,42.9798789,-83.6151802
260354004053,Atherton Vern Van Y Educational Center,Public,2603540,Atherton Community Schools,High,"2400 CLARICE AVE, BURTON, MI 48519",(810)591-0850,42.9929267,-83.6363921
260357004057,Atlanta Community Schools,Public,2603570,Atlanta Community Schools,High,"10500 COUNTY ROAD 489, ATLANTA, MI 49709",(989)785-4842,44.99467,-84.148984
262115008348,Attwood School,Public,2621150,Lansing Public School District,"Elementary,Middle","915 ATTWOOD DR, LANSING, MI 48911",(517)755-1210,42.6749613,-84.56524379999999
262187005908,Atwood Elementary School,Public,2621870,L'Anse Creuse Public Schools,Elementary,"45690 NORTH AVE, MACOMB, MI 48042",(586)493-5250,42.6343631,-82.874247
260360004058,Au GresSims Elementary School,Public,2603600,Au Gres-Sims School District,Elementary,"PO Box 648, Au Gres, MI 48703",(989)876-7157,44.0486294,-83.6958161
260360004059,Au GresSims High School,Public,2603600,Au Gres-Sims School District,High,"310 S COURT ST, Au Gres, MI 48703",(989)876-7157,44.0455985,-83.6969104
260360008664,Au GresSims Middle School,Public,2603600,Au Gres-Sims School District,Middle,"310 S COURT ST, Au Gres, MI 48703",(989)876-7157,44.0455985,-83.6969104
260369004062,Auburn Elementary School,Public,2603690,Avondale School District,Elementary,"2900 WAUKEGAN ST, AUBURN HILLS, MI 48326",(248)537-6500,42.6283885,-83.2295297
260426004093,Auburn Elementary School,Public,2604260,Bay City School District,Elementary,"301 EAST MIDLAND RD, AUBURN, MI 48611",(989)662-4921,43.6040916,-84.06563969999999
260366004061,AuTrainOnota Public School,Public,2603660,AuTrain-Onota Public Schools,Middle,"PO Box 105, Deerton, MI 49822",(906)343-6632,46.4740072,-87.0428242
263222000205,Avalon Elementary School,Public,2632220,South Lake Schools,Elementary,"20000 AVALON ST, SAINT CLAIR SHORES, MI 48080",(586)435-1001,42.4583881,-82.91945919999999
263660007272,Avoca Elementary School,Public,2636600,Yale Public Schools,Elementary,"PO Box 365 8751 Willow Street, Avoca, MI 48006",(810)324-2660,43.0590774,-82.6901932
260369008910,Avondale Gifted and Talented Education,Public,2603690,Avondale School District,"Elementary,Middle","1435 W AUBURN RD, ROCHESTER HLS, MI 48309",(248)537-6400,42.6345045,-83.15839849999999
260369004067,Avondale High School,Public,2603690,Avondale School District,High,"2800 WAUKEGAN ST, AUBURN HILLS, MI 48326",(248)537-6100,42.6282443,-83.2338712
260369000231,Avondale Middle School,Public,2603690,Avondale School District,Middle,"1445 WEST AUBURN RD, ROCHESTER HILLS, MI 48309",(248)537-6300,42.6303042,-83.1583675
262946001566,B Beck Education Center,Public,2629460,Redford Union Schools District No. 1,Elementary,"27100 Bennett, Redford, MI 48240",(313)242-3501,42.4189275,-83.3127076
260282004018,Bach Elementary School,Public,2602820,Ann Arbor Public Schools,Elementary,"600 WEST JEFFERSON ST, ANN ARBOR, MI 48103",(734)994-1949,42.2765233,-83.7553229
