NCES District ID,State District ID,District Name,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Students*,Teachers*,Schools,Locale Code*,Locale*,Student Teacher Ratio*,Type,Status
2603540,MI-25130,Atherton Community Schools,Genesee County,3354 SOUTH GENESEE RD,BURTON,MI,48519,1426,(810)591-9182,759.00000,45.34000,3.00000,21,Suburb: Large,16.74000000,Regular Local,Open
2603570,MI-60010,Atlanta Community Schools,Montmorency County,10500 COUNTY ROAD 489,ATLANTA,MI,49709,8000,(989)785-4877,267.00000,†,1.00000,43,Rural: Remote,‡,Regular Local,Open
2603600,MI-06020,Au Gres-Sims School District,Arenac County,310 S COURT ST,Au Gres,MI,48703,9332,(989)876-7150,416.00000,26.51000,3.00000,43,Rural: Remote,15.69000000,Regular Local,Open
2603660,MI-02010,AuTrain-Onota Public Schools,Alger County,PO Box 105,Deerton,MI,49822,0105,(906)343-6632,24.00000,3.40000,1.00000,42,Rural: Distant,7.06000000,Regular Local,Open
2603690,MI-63070,Avondale School District,Oakland County,2940 WAUKEGAN ST,AUBURN HILLS,MI,48326,3264,(248)537-6001,3821.00000,248.10000,9.00000,21,Suburb: Large,15.40000000,Regular Local,Open
2600017,MI-32010,Bad Axe Public Schools,Huron County,200 NORTH BARRIE STE 100,BAD AXE,MI,48413,9147,(989)269-9938,887.00000,54.85000,4.00000,33,Town: Remote,16.17000000,Regular Local,Open
2603810,MI-43040,Baldwin Community Schools,Lake County,525 4TH ST,BALDWIN,MI,49304,9518,(231)745-4791,442.00000,39.64000,3.00000,43,Rural: Remote,11.15000000,Regular Local,Open
2603870,MI-80020,Bangor Public Schools (Van Buren),Van Buren County,801 WEST ARLINGTON ST,BANGOR,MI,49013,1108,(269)427-6800,998.00000,74.18000,4.00000,42,Rural: Distant,13.45000000,Regular Local,Open
2603960,MI-80240,Bangor Township S/D #8,Van Buren County,29842 66TH ST,BANGOR,MI,49013,8607,(269)674-8091,24.00000,2.00000,1.00000,42,Rural: Distant,12.00000000,Regular Local,Open
2603900,MI-09030,Bangor Township Schools,Bay County,3359 EAST MIDLAND RD,BAY CITY,MI,48706,2825,(989)684-8121,2646.00000,145.47000,6.00000,23,Suburb: Small,18.19000000,Regular Local,Open
2600178,MI-82933,Barack Obama Leadership Academy,Wayne County,10800 EAST CANFIELD ST,DETROIT,MI,48214,1601,(313)823-6000,333.00000,18.00000,1.00000,11,City: Large,18.50000000,Charter,Open
2603990,MI-07020,Baraga Area Schools,Baraga County,210 LYONS ST,BARAGA,MI,49908,9430,(906)353-6664,317.00000,24.15000,1.00000,43,Rural: Remote,13.13000000,Regular Local,Open
2604020,MI-21090,Bark River-Harris School District,Menominee County,PO Box 350,Harris,MI,49845,0350,(906)466-9981,731.00000,37.83000,2.00000,43,Rural: Remote,19.32000000,Regular Local,Open
2680140,MI-08000,Barry ISD,Barry County,535 WEST WOODLAWN AVE,HASTINGS,MI,49058,1038,(269)945-9545,165.00000,14.00000,1.00000,32,Town: Distant,11.79000000,Specialized,Open
2604170,MI-19100,Bath Community Schools,Clinton County,6175 E Clark Road,Bath,MI,48808,0310,(517)641-6721,1006.00000,63.95000,3.00000,21,Suburb: Large,15.73000000,Regular Local,Open
2600275,MI-13904,Battle Creek Area Learning Center,Calhoun County,765 UPTON AVE,SPRINGFIELD,MI,49037,4850,(269)565-2460,185.00000,8.00000,1.00000,23,Suburb: Small,23.13000000,Charter,Open
2601055,MI-13900,Battle Creek Montessori Academy,Calhoun County,399 20TH ST N,SPRINGFIELD,MI,49037,4815,(269)339-3308,193.00000,6.40000,1.00000,23,Suburb: Small,30.16000000,Charter,Open
2600005,MI-13020,Battle Creek Public Schools,Calhoun County,3 VAN BUREN ST W,BATTLE CREEK,MI,49017,3009,(269)965-9465,3753.00000,259.82000,13.00000,13,City: Small,14.44000000,Regular Local,Open
2601000,MI-09903,Bay City Academy,Bay County,301 NORTH FARRAGUT ST,BAY CITY,MI,48708,6599,(989)414-8254,515.00000,30.10000,2.00000,13,City: Small,17.11000000,Charter,Open
2604260,MI-09010,Bay City School District,Bay County,601 BLEND ST,BAY CITY,MI,48706,4306,(989)686-9700,6385.00000,388.65000,13.00000,13,City: Small,16.43000000,Regular Local,Open
2600067,MI-09901,Bay-Arenac Community High School,Bay County,805 LANGSTAFF ST,ESSEXVILLE,MI,48732,1367,(989)893-8811,172.00000,10.00000,1.00000,23,Suburb: Small,17.20000000,Charter,Open
2680504,MI-09000,Bay-Arenac ISD,Bay County,4228 2 MILE RD,BAY CITY,MI,48706,2324,(989)686-4410,722.00000,66.17000,3.00000,23,Suburb: Small,10.91000000,Specialized,Open
2604290,MI-37040,Beal City Public Schools,Isabella County,3180 WEST BEAL CITY RD,MT PLEASANT,MI,48858,8774,(989)644-3901,654.00000,38.29000,2.00000,42,Rural: Distant,17.08000000,Regular Local,Open
2604320,MI-51020,Bear Lake Schools,Manistee County,7748 CODY ST,BEAR LAKE,MI,49614,9789,(231)864-3133,290.00000,18.95000,2.00000,43,Rural: Remote,15.30000000,Regular Local,Open
2604350,MI-15010,Beaver Island Community School,Charlevoix County,37895 KINGS HWY,BEAVER ISLAND,MI,49782,5142,(231)448-2744,51.00000,10.05000,1.00000,43,Rural: Remote,5.07000000,Regular Local,Open
2604440,MI-26010,Beaverton Schools,Gladwin County,PO Box 529,Beaverton,MI,48612,0529,(989)246-3000,929.00000,65.72000,2.00000,42,Rural: Distant,14.14000000,Regular Local,Open
2604470,MI-58030,Bedford Public Schools,Monroe County,1135 SMITH RD,TEMPERANCE,MI,48182,1002,(734)850-6000,3977.00000,225.50000,6.00000,21,Suburb: Large,17.64000000,Regular Local,Open
2604500,MI-25240,Beecher Community School District,Genesee County,1020 W COLDWATER RD,FLINT,MI,48505,,(810)591-9201,595.00000,28.60000,3.00000,21,Suburb: Large,20.80000000,Regular Local,Open
2604530,MI-34080,Belding Area School District,Ionia County,850 HALL ST,BELDING,MI,48809,2214,(616)794-4700,1662.00000,106.40000,4.00000,32,Town: Distant,15.62000000,Regular Local,Open
2604620,MI-05040,Bellaire Public Schools,Antrim County,204 W Forest Home Ave,Bellaire,MI,49615,9565,(231)533-8015,263.00000,20.53000,2.00000,43,Rural: Remote,12.81000000,Regular Local,Open
2604650,MI-23010,Bellevue Community Schools,Eaton County,904 W CAPITAL AVE,BELLEVUE,MI,49021,1312,(269)769-3432,590.00000,33.35000,2.00000,42,Rural: Distant,17.69000000,Regular Local,Open
2604740,MI-25060,Bendle Public Schools,Genesee County,3420 COLUMBINE AVE,BURTON,MI,48529,1329,(810)591-2501,1047.00000,68.90000,4.00000,21,Suburb: Large,15.20000000,Regular Local,Open
2604800,MI-25230,Bentley Community School District,Genesee County,1170 NORTH BELSAY RD,BURTON,MI,48509,1659,(810)591-9121,748.00000,48.77000,4.00000,21,Suburb: Large,15.34000000,Regular Local,Open
2604830,MI-11010,Benton Harbor Area Schools,Berrien County,870 COLFAX AVE,BENTON HARBOR,MI,49022,7409,(269)605-1000,1448.00000,70.27000,6.00000,23,Suburb: Small,20.61000000,Regular Local,Open
2600191,MI-11903,Benton Harbor Charter School Academy,Berrien County,455 RIVERVIEW DR STE 1,BENTON HARBOR,MI,49022,5080,(269)925-3807,442.00000,23.90000,1.00000,23,Suburb: Small,18.49000000,Charter,Open
2604950,MI-10015,Benzie County Central Schools,Benzie County,9300 HOMESTEAD RD,BENZONIA,MI,49616,9661,(231)882-9653,1236.00000,66.05000,6.00000,43,Rural: Remote,18.71000000,Regular Local,Open
2605010,MI-63050,Berkley School District,Oakland County,14501 TALBOT ST,OAK PARK,MI,48237,1160,(248)837-8000,3913.00000,246.65000,7.00000,21,Suburb: Large,15.86000000,Regular Local,Open
2605100,MI-34140,Berlin Township S/D #3,Ionia County,6679 SOUTH STATE RD,IONIA,MI,48846,9427,(616)527-4900,9.00000,1.00000,1.00000,42,Rural: Distant,9.00000000,Regular Local,Open
2680160,MI-11000,Berrien RESA,Berrien County,711 SAINT JOSEPH AVE,BERRIEN SPRINGS,MI,49103,1583,(269)471-7725,780.00000,77.10000,3.00000,31,Town: Fringe,10.12000000,Specialized,Open
2605430,MI-11240,Berrien Springs Public Schools,Berrien County,PO Box 130,BERRIEN SPRINGS,MI,49103,1126,(269)471-2891,4352.00000,157.78000,9.00000,41,Rural: Fringe,27.58000000,Regular Local,Open
2600006,MI-27010,Bessemer Area School District,Gogebic County,301 EAST SELLAR ST,BESSEMER,MI,49911,1522,(906)667-0802,359.00000,27.66000,2.00000,42,Rural: Distant,12.98000000,Regular Local,Open
2605690,MI-21065,Big Bay De Noc School District,Delta County,8928 OO 25 RD,COOKS,MI,49817,,(906)252-4500,176.00000,12.44000,1.00000,43,Rural: Remote,14.15000000,Regular Local,Open
2600105,MI-62470,Big Jackson School District,Newaygo County,4020 13 MILE RD,PARIS,MI,49338,9677,(231)796-8947,20.00000,1.20000,1.00000,42,Rural: Distant,16.67000000,Regular Local,Open
2605780,MI-54010,Big Rapids Public Schools,Mecosta County,21034 15 MILE RD,BIG RAPIDS,MI,49307,8845,(231)796-2627,2363.00000,110.60000,6.00000,32,Town: Distant,21.37000000,Regular Local,Open
2605820,MI-73170,Birch Run Area Schools,Saginaw County,12450 CHURCH ST SUITE 2,BIRCH RUN,MI,48415,8759,(989)624-9307,1817.00000,93.93000,4.00000,41,Rural: Fringe,19.34000000,Regular Local,Open
2605850,MI-63010,Birmingham Public Schools,Oakland County,31301 EVERGREEN RD,BEVERLY HILLS,MI,48025,3800,(248)203-3004,7314.00000,503.20000,13.00000,21,Suburb: Large,14.53000000,Regular Local,Open
2600114,MI-70904,Black River Public School,Ottawa County,491 COLUMBIA AVE,HOLLAND,MI,49423,4838,(616)355-0055,941.00000,66.87000,2.00000,13,City: Small,14.07000000,Charter,Open
2601072,MI-33915,Blended Learning Academies Credit Recovery High School,Clinton County,1754 E CLARK RD,LANSING,MI,48906,1020,(517)574-4667,172.00000,8.00000,2.00000,41,Rural: Fringe,21.50000000,Charter,Open
2606000,MI-46040,Blissfield Community Schools,Lenawee County,630 SOUTH LANE ST,BLISSFIELD,MI,49228,1278,(517)486-2205,1134.00000,69.00000,3.00000,41,Rural: Fringe,16.43000000,Regular Local,Open
2606090,MI-63080,Bloomfield Hills Schools,Oakland County,7273 Wing Lake Rd,Bloomfield Hills,MI,48301,,(248)341-5407,5143.00000,389.46000,10.00000,21,Suburb: Large,13.21000000,Regular Local,Open
2606270,MI-80090,Bloomingdale Public School District,Van Buren County,PO Box 217,Bloomingdale,MI,49026,0217,(269)521-3900,1090.00000,69.49000,3.00000,42,Rural: Distant,15.69000000,Regular Local,Open
2600992,MI-74914,Blue Water Middle College,St. Clair County,323 Erie Street,Port Huron,MI,48060,,(810)989-5800,255.00000,16.87000,1.00000,23,Suburb: Small,15.12000000,Charter,Open
2606300,MI-49020,Bois Blanc Pines School District,Mackinac County,PO Box 876,Pointe Aux Pins,MI,49775,0876,(906)632-3373,3.00000,1.00000,1.00000,42,Rural: Distant,3.00000000,Regular Local,Open
2606500,MI-15020,Boyne City Public Schools,Charlevoix County,321 SOUTH PARK ST,BOYNE CITY,MI,49712,1600,(231)439-8190,1292.00000,79.04000,4.00000,33,Town: Remote,16.35000000,Regular Local,Open
2606510,MI-15030,Boyne Falls Public School District,Charlevoix County,PO Box 356,Boyne Falls,MI,49713,0356,(231)549-2211,193.00000,16.26000,1.00000,41,Rural: Fringe,11.87000000,Regular Local,Open
2600284,MI-63917,Bradford Academy,Oakland County,24218 GARNER ST,SOUTHFIELD,MI,48033,2900,(248)351-0000,980.00000,60.20000,1.00000,13,City: Small,16.28000000,Charter,Open
2680180,MI-12000,Branch ISD,Branch County,370 MORSE ST,COLDWATER,MI,49036,1480,(517)279-5730,524.00000,95.20000,2.00000,32,Town: Distant,5.50000000,Specialized,Open
2601042,MI-82705,Branch Line School,Wayne County,16360 HUBBARD ST,LIVONIA,MI,48154,6100,(734)335-0663,150.00000,12.40000,1.00000,13,City: Small,12.10000000,Charter,Open
2606570,MI-63180,Brandon School District in the Counties of Oakland and Lapee,Oakland County,1025 SOUTH ORTONVILLE RD,ORTONVILLE,MI,48462,8739,(248)627-1802,2128.00000,161.37000,5.00000,41,Rural: Fringe,13.19000000,Regular Local,Open
2606600,MI-11210,Brandywine Community Schools,Berrien County,1830 S 3RD ST,NILES,MI,49120,4002,(269)684-7150,1304.00000,74.86000,5.00000,21,Suburb: Large,17.42000000,Regular Local,Open
2606630,MI-29040,Breckenridge Community Schools,Gratiot County,PO Box 217,Breckenridge,MI,48615,0217,(989)842-3182,617.00000,37.34000,2.00000,42,Rural: Distant,16.52000000,Regular Local,Open
2606720,MI-22030,Breitung Township School District,Dickinson County,810 PYLE DR,KINGSFORD,MI,49802,4455,(906)779-2650,1972.00000,111.77000,3.00000,33,Town: Remote,17.64000000,Regular Local,Open
2600306,MI-82983,Bridge Academy,Wayne County,9600 BUFFALO ST,HAMTRAMCK,MI,48212,3323,(313)462-6100,1328.00000,49.00000,3.00000,21,Suburb: Large,27.10000000,Charter,Open
2601136,MI-11900,Bridge Academy of Southwest Michigan,Berrien County,499 WEST MAIN ST,BENTON HARBOR,MI,49022,3622,(269)927-1064,92.00000,8.45000,1.00000,23,Suburb: Small,10.89000000,Charter,Open
2606780,MI-73180,Bridgeport-Spaulding Community School District,Saginaw County,4691 BEARCAT BLVD,BRIDGEPORT,MI,48722,9581,(989)777-1770,1452.00000,72.90000,4.00000,22,Suburb: Midsize,19.92000000,Regular Local,Open
2606840,MI-11340,Bridgman Public Schools,Berrien County,9964 GAST RD,BRIDGMAN,MI,49106,9750,(269)466-0271,849.00000,64.81000,3.00000,23,Suburb: Small,13.10000000,Regular Local,Open
2606870,MI-47010,Brighton Area Schools,Livingston County,125 S CHURCH ST,BRIGHTON,MI,48116,1652,(810)299-4040,5804.00000,336.88000,9.00000,22,Suburb: Midsize,17.23000000,Regular Local,Open
2606900,MI-17140,Brimley Area Schools,Chippewa County,7134 SOUTH M 221,BRIMLEY,MI,49715,9299,(906)248-3219,460.00000,35.79000,1.00000,42,Rural: Distant,12.85000000,Regular Local,Open
2606930,MI-46050,Britton Deerfield Schools,Lenawee County,201 COLLEGE AVE,BRITTON,MI,49229,9704,(517)451-4581,392.00000,25.20000,2.00000,42,Rural: Distant,15.56000000,Regular Local,Open
2606960,MI-12020,Bronson Community School District,Branch County,450 E GRANT ST,BRONSON,MI,49028,1524,(517)369-3260,993.00000,52.00000,3.00000,42,Rural: Distant,19.10000000,Regular Local,Open
2607040,MI-76060,Brown City Community Schools,Sanilac County,4349 Second St PO Box 160,Brown City,MI,48416,0160,(810)346-4700,717.00000,39.41000,2.00000,42,Rural: Distant,18.19000000,Regular Local,Open
2607140,MI-11310,Buchanan Community Schools,Berrien County,401 WEST CHICAGO ST,BUCHANAN,MI,49107,1044,(269)695-8401,1566.00000,90.70000,6.00000,21,Suburb: Large,17.27000000,Regular Local,Open
2607170,MI-28035,Buckley Community Schools,Wexford County,305 SOUTH 1ST ST,BUCKLEY,MI,49620,9764,(231)269-3325,480.00000,33.79000,1.00000,42,Rural: Distant,14.21000000,Regular Local,Open
2607320,MI-56020,Bullock Creek School District,Midland County,1420 SOUTH BADOUR RD,MIDLAND,MI,48640,9543,(989)631-9022,1697.00000,102.67000,5.00000,41,Rural: Fringe,16.53000000,Regular Local,Open
2607410,MI-75020,Burr Oak Community School District,St. Joseph County,PO Box 337,Burr Oak,MI,49030,0337,(269)489-2213,411.00000,15.90000,3.00000,42,Rural: Distant,25.85000000,Regular Local,Open
2607470,MI-02020,Burt Township School District,Alger County,27 Colwell St,GRAND MARAIS,MI,49839,5123,(906)494-2543,35.00000,6.00000,1.00000,43,Rural: Remote,5.83000000,Regular Local,Open
2600251,MI-25909,Burton Glen Charter Academy,Genesee County,4171 EAST ATHERTON RD,BURTON,MI,48519,1435,(810)744-2300,715.00000,31.93000,1.00000,21,Suburb: Large,22.39000000,Charter,Open
2607530,MI-78020,Byron Area Schools,Shiawassee County,312 WEST MAPLE ST,BYRON,MI,48418,9797,(810)266-4881,677.00000,38.59000,3.00000,41,Rural: Fringe,17.54000000,Regular Local,Open
2600096,MI-41908,Byron Center Charter School,Kent County,9930 BURLINGAME AVE SW,BYRON CENTER,MI,49315,8631,(616)878-4852,193.00000,18.10000,1.00000,41,Rural: Fringe,10.66000000,Charter,Open
2607560,MI-41040,Byron Center Public Schools,Kent County,8542 BYRON CENTER AVE SW,BYRON CENTER,MI,49315,8674,(616)878-6100,4443.00000,216.47000,6.00000,41,Rural: Fringe,20.52000000,Regular Local,Open
2680920,MI-72000,C.O.O.R. ISD,Roscommon County,11051 N CUT RD,Roscommon,MI,48653,9340,(989)275-9520,327.00000,14.25000,2.00000,42,Rural: Distant,22.95000000,Specialized,Open
2607590,MI-83010,Cadillac Area Public Schools,Wexford County,421 SOUTH MITCHELL ST,CADILLAC,MI,49601,2585,(231)876-5000,3158.00000,175.81000,6.00000,33,Town: Remote,17.96000000,Regular Local,Open
2607620,MI-41050,Caledonia Community Schools,Kent County,8948 KRAFT AVE SE,CALEDONIA,MI,49316,7303,(616)891-8185,4613.00000,276.76000,10.00000,21,Suburb: Large,16.67000000,Regular Local,Open
2680200,MI-13000,Calhoun Intermediate School District,Calhoun County,17111 G DR N,MARSHALL,MI,49068,9621,(269)781-5141,981.00000,71.66000,3.00000,23,Suburb: Small,13.69000000,Specialized,Open
2607710,MI-30010,Camden-Frontier School,Hillsdale County,4971 WEST MONTGOMERY RD,CAMDEN,MI,49232,9606,(517)368-5255,452.00000,32.93000,1.00000,42,Rural: Distant,13.73000000,Regular Local,Open
2601016,MI-82745,Caniff Liberty Academy,Wayne County,2650 Caniff Street,Hamtramck,MI,48212,,(313)872-2000,501.00000,22.50000,1.00000,21,Suburb: Large,22.27000000,Charter,Open
2600263,MI-82968,Canton Charter Academy,Wayne County,49100 FORD RD,CANTON,MI,48187,5415,(734)453-9517,703.00000,35.14000,1.00000,41,Rural: Fringe,20.01000000,Charter,Open
2601080,MI-82711,Canton Preparatory High School,Wayne County,46610 CHERRY HILL RD,CANTON,MI,48187,4801,(734)404-6776,624.00000,34.29000,1.00000,21,Suburb: Large,18.20000000,Charter,Open
2607800,MI-74040,Capac Community Schools,St. Clair County,541 N GLASSFORD ST,Capac,MI,48014,3070,(810)395-3710,744.00000,50.10000,3.00000,42,Rural: Distant,14.85000000,Regular Local,Open
2601013,MI-82752,Capstone Academy Charter School (SDA),Wayne County,13330 E JEFFERSON AVE,Detroit,MI,48215,2719,(313)202-6082,135.00000,7.00000,2.00000,11,City: Large,19.29000000,Charter,Open
2607890,MI-25080,Carman-Ainsworth Community Schools,Genesee County,G3475 W Court St,Flint,MI,48532,4742,(810)591-3205,3841.00000,194.07000,10.00000,21,Suburb: Large,19.79000000,Regular Local,Open
2608010,MI-55010,Carney-Nadeau Public Schools,Menominee County,PO Box 68,Carney,MI,49812,0068,(906)398-3052,270.00000,19.66000,2.00000,43,Rural: Remote,13.73000000,Regular Local,Open
2608040,MI-79020,Caro Community Schools,Tuscola County,301 NORTH HOOPER ST,CARO,MI,48723,1474,(989)673-3160,1496.00000,85.16000,5.00000,32,Town: Distant,17.57000000,Regular Local,Open
2608070,MI-73030,Carrollton Public Schools,Saginaw County,3211 CARLA DR,SAGINAW,MI,48604,1799,(989)754-1475,1681.00000,103.80000,5.00000,22,Suburb: Midsize,16.19000000,Regular Local,Open
2608130,MI-59020,Carson City-Crystal Area Schools,Montcalm County,PO Box 780,Carson City,MI,48811,0780,(989)584-3138,775.00000,43.35000,4.00000,43,Rural: Remote,17.88000000,Regular Local,Open
2608160,MI-76070,Carsonville-Port Sanilac School District,Sanilac County,100 NORTH GOETZE RD,CARSONVILLE,MI,48419,9745,(810)657-9393,408.00000,23.27000,3.00000,42,Rural: Distant,17.53000000,Regular Local,Open
2608280,MI-32030,Caseville Public Schools,Huron County,6609 VINE ST,CASEVILLE,MI,48725,9529,(989)856-2940,221.00000,17.90000,1.00000,43,Rural: Remote,12.35000000,Regular Local,Open
