NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*,Directly Certified*,Type,Status,Latitude,Longitude
260110308927,MI-82015-03645,2601103,MI-82015,KG,03,Academy of the Americas at Logan,Detroit Public Schools Community District,Wayne County,3811 CICOTTE ST,DETROIT,MI,48210,2924,(313)873-7441,11,City: Large,No,449.00000,22.90000,19.6100000,305.00000,15.00000,–,Regular,Open,42.3281054,-83.1220912
260110308803,MI-82015-03276,2601103,MI-82015,04,12,Academy of The Americas High School,Detroit Public Schools Community District,Wayne County,5680 KONKEL ST,DETROIT,MI,48210,3267,(313)335-1310,11,City: Large,No,689.00000,33.30000,20.6900000,515.00000,22.00000,–,Regular,Open,42.3268233,-83.1100927
260030801884,MI-50911-09602,2600308,MI-50911,PK,08,Academy of Warren,Academy of Warren,Macomb County,13943 EAST 8 MILE RD,WARREN,MI,48089,3351,(586)552-8010,12,City: Midsize,Yes,802.00000,44.85000,17.8800000,769.00000,14.00000,–,Regular,Open,42.4496823,-82.9818466
263597008491,MI-25210-01915,2635970,MI-25210,06,12,Academy West Alternative Education,Westwood Heights Schools,Genesee County,3223 WEST CARPENTER RD,FLINT,MI,48504,1247,(810)591-0123,21,Suburb: Large,No,601.00000,8.00000,75.1300000,531.00000,4.00000,–,Other/Alternative,Open,43.0730393,-83.7424305
263663008789,MI-81020-03000,2636630,MI-81020,06,12,ACCE,Ypsilanti Community Schools,Washtenaw County,1076 Ecorse Road,Ypsilanti,MI,48198,,(734)221-1691,21,Suburb: Large,No,156.00000,8.00000,19.5000000,130.00000,1.00000,–,Other/Alternative,Open,42.2348854,-83.5904621
261452002043,MI-25010-05950,2614520,MI-25010,07,12,Accelerated Learning Academy,Flint School District of the City of,Genesee County,1602 S AVERILL AVE,FLINT,MI,48503,4438,(810)760-1805,13,City: Small,No,163.00000,7.00000,23.2900000,143.00000,0.00000,–,Other/Alternative,Open,43.0109216,-83.6451486
260273001594,MI-04010-07361,2602730,MI-04010,07,12,ACES Academy,Alpena Public Schools,Alpena County,3303 S THIRD AVE,ALPENA,MI,49707,3307,(989)358-5170,33,Town: Remote,No,70.00000,0.64000,109.3800000,60.00000,4.00000,–,Other/Alternative,Open,45.0560109,-83.469083
260096307974,MI-82717-00110,2600963,MI-82717,PK,08,Achieve Charter Academy,Achieve Charter Academy,Wayne County,3250 DENTON RD,CANTON,MI,48188,2110,(734)397-0960,41,Rural: Fringe,Yes,779.00000,34.01000,22.9100000,170.00000,32.00000,–,Regular,Open,42.2813981,-83.5279257
262496001591,MI-38130-07973,2624960,MI-38130,09,12,Ackerson High School,Napoleon Community Schools,Jackson County,PO Box 308,Napoleon,MI,49261,0308,(517)905-5718,41,Rural: Fringe,No,104.00000,1.85000,56.2200000,74.00000,7.00000,–,Other/Alternative,Open,42.1599357,-84.2450019
263663008476,MI-81020-01925,2636630,MI-81020,09,12,ACTech High School,Ypsilanti Community Schools,Washtenaw County,2095 Packard Road,YPSILANTI,MI,48197,1846,(734)221-1001,21,Suburb: Large,No,449.00000,26.50000,16.9400000,315.00000,4.00000,–,Regular,Open,42.2432871,-83.6451563
260000603854,MI-27010-00003,2600006,MI-27010,07,12,AD Johnston JrSr High School,Bessemer Area School District,Gogebic County,100 WEST LEAD ST,BESSEMER,MI,49911,1007,(906)667-0413,42,Rural: Distant,No,169.00000,11.16000,15.1400000,86.00000,12.00000,–,Regular,Open,46.4815841,-90.05337279999999
261461005152,MI-41110-00014,2614610,MI-41110,PK,04,Ada Elementary School,Forest Hills Public Schools,Kent County,731 ADA DR SE,ADA,MI,49301,7502,(616)493-8940,21,Suburb: Large,No,331.00000,23.11000,14.3200000,32.00000,10.00000,–,Regular,Open,42.9526245,-85.49432709999999
261461001312,MI-41110-09069,2614610,MI-41110,KG,04,Ada Vista Elementary School,Forest Hills Public Schools,Kent County,7192 BRADFIELD AVE SE,ADA,MI,49301,9130,(616)493-8970,21,Suburb: Large,No,470.00000,23.08000,20.3600000,30.00000,7.00000,–,Regular,Open,42.9539687,-85.49321599999999
262382006050,MI-56010-00016,2623820,MI-56010,KG,05,Adams Elementary School,Midland Public Schools,Midland County,1005 ADAMS DR,MIDLAND,MI,48642,3051,(989)923-6037,13,City: Small,No,475.00000,27.90000,17.0300000,117.00000,8.00000,–,Regular,Open,43.6462379,-84.2156625
260001003860,MI-32610-05411,2600010,MI-32610,KG,08,Adams Elementary School,Sigel Township S/D #3F,Huron County,4151 SECTION LINE RD,BAD AXE,MI,48413,9155,(989)269-8944,42,Rural: Distant,No,34.00000,2.41000,14.1100000,9.00000,5.00000,–,Regular,Open,43.8427306,-82.85753389999999
263666008300,MI-70350-01146,2636660,MI-70350,PK,05,Adams Elementary School,Zeeland Public Schools,Ottawa County,7447 ADAMS ST,ZEELAND,MI,49464,9659,(616)748-3476,41,Rural: Fringe,No,377.00000,24.30000,15.5100000,77.00000,25.00000,–,Regular,Open,42.7851742,-85.9669024
260001503879,MI-82160-00017,2600015,MI-82160,06,08,Adams Middle School,Wayne-Westland Community School District,Wayne County,33475 PALMER RD,WESTLAND,MI,48186,4614,(734)419-2375,21,Suburb: Large,No,636.00000,42.60000,14.9300000,436.00000,7.00000,–,Regular,Open,42.2940861,-83.36942049999999
260113908944,MI-82773-03724,2601139,MI-82773,KG,05,AdamsYoung Building,Lincoln-King Adams-Young Academy,Wayne County,13130 GROVE ST,DETROIT,MI,48235,,(734)734-7193,11,City: Large,Yes,447.00000,13.00000,34.3800000,445.00000,0.00000,–,Regular,Open,42.4147478,-83.1750118
263030002070,MI-63040-09741,2630300,MI-63040,PK,05,Addams Elementary and ECC,Royal Oak Schools,Oakland County,2222 WEST WEBSTER RD,ROYAL OAK,MI,48073,3852,(248)288-3100,21,Suburb: Large,No,427.00000,41.20000,10.3600000,93.00000,10.00000,–,Regular,Open,42.511409,-83.1719969
260192007996,MI-46020-09983,2601920,MI-46020,KG,05,Addison Elementary School,Addison Community Schools,Lenawee County,219 NORTH COMSTOCK ST,ADDISON,MI,49220,9753,(517)547-6910,42,Rural: Distant,No,324.00000,19.87000,16.3100000,192.00000,6.00000,–,Regular,Open,41.9883043,-84.34390069999999
260192003923,MI-46020-00023,2601920,MI-46020,09,12,Addison High School,Addison Community Schools,Lenawee County,219 NORTH COMSTOCK ST,ADDISON,MI,49220,9753,(517)547-6900,42,Rural: Distant,No,232.00000,13.38000,17.3400000,95.00000,2.00000,–,Regular,Open,41.9883043,-84.34390069999999
260192008311,MI-46020-01315,2601920,MI-46020,06,08,Addison Middle School,Addison Community Schools,Lenawee County,219 N COMSTOCK ST,ADDISON,MI,49220,9753,(517)547-6900,42,Rural: Distant,No,161.00000,9.87000,16.3100000,84.00000,1.00000,–,Regular,Open,41.9883043,-84.34390069999999
263231006771,MI-63060-00024,2632310,MI-63060,KG,05,Adlai Stevenson Elementary School,Southfield Public School District,Oakland County,27777 LAHSER RD,SOUTHFIELD,MI,48034,4751,(248)746-8840,13,City: Small,No,444.00000,27.00000,16.4400000,299.00000,16.00000,–,Regular,Open,42.492657,-83.2633456
263447007009,MI-50210-04931,2634470,MI-50210,09,12,Adlai Stevenson High School,Utica Community Schools,Macomb County,39701 DODGE PARK RD,STERLING HEIGHTS,MI,48313,5131,(586)797-1900,21,Suburb: Large,No,1977.00000,106.60000,18.5500000,976.00000,108.00000,–,Regular,Open,42.586797,-83.01314169999999
260001503905,MI-82160-04926,2600015,MI-82160,06,08,Adlai Stevenson Middle School,Wayne-Westland Community School District,Wayne County,38501 PALMER RD,WESTLAND,MI,48186,3936,(734)419-2350,21,Suburb: Large,No,678.00000,38.00000,17.8400000,360.00000,10.00000,–,Regular,Open,42.2937848,-83.41807949999999
260195002061,MI-46010-07431,2601950,MI-46010,09,12,Adrian Community High School,Adrian Public Schools,Lenawee County,801 EAST MAUMEE ST,ADRIAN,MI,49221,3081,(517)263-1332,32,Town: Distant,No,46.00000,0.00000,†,38.00000,4.00000,–,Other/Alternative,Open,41.8972115,-84.02546970000002
260195003927,MI-46010-00027,2601950,MI-46010,08,12,Adrian High School,Adrian Public Schools,Lenawee County,785 RIVERSIDE AVE,ADRIAN,MI,49221,1467,(517)263-2181,32,Town: Distant,No,781.00000,40.58000,19.2500000,405.00000,86.00000,–,Regular,Open,41.9103065,-84.0469231
268070008765,MI-47000-02946,2680700,MI-47000,UG,UG,Adult Transition Services,Livingston ESA,Livingston County,1429 W Grand River Ave,Howell,MI,48843,,(517)540-6876,22,Suburb: Midsize,No,73.00000,0.00000,†,14.00000,0.00000,–,Special Education,Open,42.6104945,-83.9528337
260025507882,MI-63914-09910,2600255,MI-63914,PK,12,Advanced Technology Academy,Advanced Technology Academy,Wayne County,4801 OAKMAN BLVD,DEARBORN,MI,48126,3755,(313)625-4700,12,City: Midsize,Yes,1215.00000,54.24000,22.4000000,1088.00000,61.00000,–,Regular,Open,42.3222836,-83.1692083
261803000962,MI-63130-07829,2618030,MI-63130,KG,12,Advantage Alternative Program,Hazel Park School District of the City of,Oakland County,1620 EAST ELZA AVE,HAZEL PARK,MI,48030,2358,(248)658-5280,21,Suburb: Large,No,157.00000,8.05000,19.5000000,131.00000,6.00000,–,Other/Alternative,Open,42.4513215,-83.0871147
260010600688,MI-63901-08265,2600106,MI-63901,KG,12,AGBU AlexMarie Manoogian School,AGBU Alex-Marie Manoogian School,Oakland County,22001 NORTHWESTERN HWY,SOUTHFIELD,MI,48075,4081,(248)569-2988,13,City: Small,Yes,425.00000,20.83000,20.4000000,243.00000,6.00000,–,Regular,Open,42.4541787,-83.2192831
260198008428,MI-58020-01798,2601980,MI-58020,KG,12,Airport Center for Education,Airport Community Schools,Monroe County,11330 GRAFTON RD,CARLETON,MI,48117,9392,(734)654-4071,41,Rural: Fringe,No,62.00000,2.21000,28.0500000,41.00000,5.00000,–,Other/Alternative,Open,42.0402423,-83.3763642
260198008678,MI-58020-02547,2601980,MI-58020,09,12,Airport Middle College,Airport Community Schools,Monroe County,11330 GRAFTON RD,CARLETON,MI,48117,9392,(734)654-4071,41,Rural: Fringe,No,12.00000,0.00000,†,4.00000,0.00000,–,Regular,Open,42.0402423,-83.3763642
260198003939,MI-58020-01086,2601980,MI-58020,09,12,Airport Senior High School,Airport Community Schools,Monroe County,11330 GRAFTON RD,CARLETON,MI,48117,9392,(734)654-6208,41,Rural: Fringe,No,775.00000,40.93000,18.9300000,359.00000,25.00000,–,Regular,Open,42.0402423,-83.3763642
260201003945,MI-79010-00033,2602010,MI-79010,PK,05,AkronFairgrove Elem School,Akron-Fairgrove Schools,Tuscola County,4335 LYNN ST,AKRON,MI,48701,2514,(989)691-5141,42,Rural: Distant,No,173.00000,12.17000,14.2200000,113.00000,10.00000,–,Regular,Open,43.5676577,-83.5180824
260201003946,MI-79010-00034,2602010,MI-79010,06,12,AkronFairgrove JrSr High School,Akron-Fairgrove Schools,Tuscola County,PO Box 217,Fairgrove,MI,48733,0217,(989)693-6112,42,Rural: Distant,No,167.00000,9.53000,17.5200000,95.00000,13.00000,–,Regular,Open,43.5236323,-83.54329249999999
260201009000,MI-79010-03986,2602010,MI-79010,09,12,AkronFairgrove Schools Academic Learning Center,Akron-Fairgrove Schools,Tuscola County,2800 NORTH THOMAS RD,FAIRGROVE,MI,48733,9787,(989)693-6163,42,Rural: Distant,No,†,†,†,†,†,†,Other/Alternative,New,43.54625069999999,-83.541755
260110304637,MI-82015-00005,2601103,MI-82015,PK,08,AL Holmes Academy of Blended Learning,Detroit Public Schools Community District,Wayne County,8950 CRANE ST,DETROIT,MI,48213,2273,(313)866-5644,11,City: Large,No,391.00000,30.50000,12.8200000,366.00000,7.00000,–,Regular,Open,42.3947356,-83.0142329
262307005992,MI-33130-00037,2623070,MI-33130,PK,05,Alaiedon Elementary School,Mason Public Schools (Ingham),Ingham County,1723 OKEMOS RD,MASON,MI,48854,9401,(517)676-6499,41,Rural: Fringe,No,390.00000,23.00000,16.9600000,113.00000,13.00000,–,Regular,Open,42.6323021,-84.4340924
262706000015,MI-03020-04851,2627060,MI-03020,KG,05,Alamo Elementary School,Otsego Public Schools,Kalamazoo County,8184 NORTH 6TH ST,KALAMAZOO,MI,49009,8808,(269)694-7603,41,Rural: Fringe,No,285.00000,14.88000,19.1500000,79.00000,13.00000,–,Regular,Open,42.3784213,-85.7072214
262181005875,MI-24030-02241,2621810,MI-24030,PK,12,Alanson Public School,Alanson Public Schools,Emmet County,7400 NORTH ST,ALANSON,MI,49706,9247,(231)548-2261,42,Rural: Distant,No,226.00000,19.17000,11.7900000,172.00000,14.00000,–,Regular,Open,45.4441419,-84.78973909999999
260204003949,MI-05010-06938,2602040,MI-05010,PK,12,Alba School,Alba Public Schools,Antrim County,5935 ELM ST,ELMIRA,MI,49730,8303,(231)584-2000,43,Rural: Remote,No,96.00000,7.20000,13.3300000,74.00000,6.00000,–,Regular,Open,44.9777684,-84.9700797
260001503880,MI-82160-00043,2600015,MI-82160,PK,05,Albert Schweitzer Elementary School,Wayne-Westland Community School District,Wayne County,2601 TREADWELL ST,WESTLAND,MI,48186,3972,(734)419-2750,21,Suburb: Large,No,436.00000,25.80000,16.9000000,287.00000,4.00000,–,Regular,Open,42.2890371,-83.40091210000001
260216003955,MI-01010-00044,2602160,MI-01010,06,12,Alcona Community High School,Alcona Community Schools,Alcona County,51 N BARLOW RD,HARRISVILLE,MI,48740,9606,(989)736-8534,42,Rural: Distant,No,371.00000,52.18000,7.1100000,211.00000,12.00000,–,Regular,Open,44.6571167,-83.4058658
260216007445,MI-01010-04937,2602160,MI-01010,KG,05,Alcona Elementary School,Alcona Community Schools,Alcona County,181 N BARLOW RD,HARRISVILLE,MI,48740,9607,(989)736-8146,42,Rural: Distant,No,306.00000,21.14000,14.4700000,196.00000,15.00000,–,Regular,Open,44.657188,-83.4030485
262874006426,MI-63030-00045,2628740,MI-63030,KG,05,Alcott School,Pontiac City School District,Oakland County,460 WEST KENNETT RD,PONTIAC,MI,48340,1642,(248)451-7910,13,City: Small,No,180.00000,9.40000,19.1500000,155.00000,0.00000,–,Regular,Open,42.6658278,-83.3176422
260195003929,MI-46010-00046,2601950,MI-46010,KG,05,Alexander Elementary School,Adrian Public Schools,Lenawee County,520 CHERRY ST,ADRIAN,MI,49221,1651,(517)263-9533,32,Town: Distant,No,472.00000,25.97000,18.1700000,266.00000,33.00000,–,Regular,Open,41.9067269,-84.04252
260001503881,MI-82160-00048,2600015,MI-82160,PK,05,Alexander Hamilton Elementary School,Wayne-Westland Community School District,Wayne County,1031 SOUTH SCHUMAN ST,WESTLAND,MI,48186,4542,(734)419-2650,21,Suburb: Large,No,472.00000,26.10000,18.0800000,347.00000,6.00000,–,Regular,Open,42.3022089,-83.37034829999999
263030006647,MI-63040-04264,2630300,MI-63040,KG,05,Alfred E Upton Elementary School,Royal Oak Schools,Oakland County,4400 MANDALAY AVE,ROYAL OAK,MI,48073,1622,(248)549-4968,21,Suburb: Large,No,303.00000,19.75000,15.3400000,101.00000,8.00000,–,Regular,Open,42.5292817,-83.18595479999999
260000107831,MI-84020-09211,2600001,MI-84020,09,12,Alger Maximum Correctional Facility,Michigan Department of Corrections,Alger County,PO Box 600,Munising,MI,49862,0600,(906)387-5000,33,Town: Remote,No,0.00000,0.00000,†,†,†,†,Other/Alternative,Open,46.4301821,-86.6963578
261644008575,MI-41010-02051,2616440,MI-41010,06,08,Alger Middle School,Grand Rapids Public Schools,Kent County,921 Alger St SE,Grand Rapids,MI,49507,,(616)819-6200,12,City: Midsize,No,342.00000,16.80000,20.3600000,313.00000,11.00000,–,Regular,Open,42.9207621,-85.64418599999999
260219008684,MI-74030-02752,2602190,MI-74030,07,12,Algonac Alternative Education,Algonac Community School District,St. Clair County,9541 PHELPS RD,CLAY,MI,48001,4753,(810)794-4911,21,Suburb: Large,No,18.00000,1.00000,18.0000000,14.00000,0.00000,–,Other/Alternative,Open,42.6278421,-82.5852817
260219003960,MI-74030-00054,2602190,MI-74030,07,12,Algonac JuniorSenior High School,Algonac Community School District,St. Clair County,5200 TAFT RD,CLAY,MI,48001,4701,(810)794-4911,21,Suburb: Large,No,671.00000,29.20000,22.9800000,268.00000,23.00000,–,Regular,Open,42.627608,-82.5826499
260219008693,MI-74030-02686,2602190,MI-74030,02,06,Algonquin Elementary School,Algonac Community School District,St. Clair County,9185 Marsh Road,Clay,MI,48001,4509,(810)794-9317,41,Rural: Fringe,No,466.00000,28.21000,16.5200000,248.00000,19.00000,–,Regular,Open,42.6347,-82.543177
260957004460,MI-50080-05762,2609570,MI-50080,06,08,Algonquin Middle School,Chippewa Valley Schools,Macomb County,19150 BRIARWOOD LN,CLINTON TWP,MI,48036,2122,(586)723-3500,21,Suburb: Large,No,497.00000,26.50000,18.7500000,242.00000,30.00000,–,Regular,Open,42.572905,-82.9227329
261893008984,MI-82340-03915,2618930,MI-82340,PK,KG,Alice I Ferguson Early Childhood Center,Huron School District,Wayne County,24678 MERRIMAN RD,NEW BOSTON,MI,48164,,(734)984-1330,21,Suburb: Large,No,199.00000,11.30000,17.6100000,76.00000,6.00000,–,Regular,Open,42.1245738,-83.3438754
263231008151,MI-63060-00344,2632310,MI-63060,PK,08,Alice M Birney K8 School,Southfield Public School District,Oakland County,27225 Evergreen Road,Southfield,MI,48076,,(248)746-8800,13,City: Small,No,404.00000,34.00000,11.8800000,265.00000,16.00000,–,Regular,Open,42.4894243,-83.24312379999999
260222000110,MI-03030-03535,2602220,MI-03030,09,12,Allegan Alternative High School,Allegan Public Schools,Allegan County,550 5TH ST,ALLEGAN,MI,49010,1670,(269)673-5433,32,Town: Distant,No,123.00000,5.00000,24.6000000,77.00000,11.00000,–,Other/Alternative,Open,42.5229155,-85.84309669999999
260222003966,MI-03030-00062,2602220,MI-03030,09,12,Allegan High School,Allegan Public Schools,Allegan County,550 5TH ST,ALLEGAN,MI,49010,1698,(269)673-7002,32,Town: Distant,No,648.00000,32.00000,20.2500000,283.00000,73.00000,–,Regular,Open,42.5229155,-85.84309669999999
260222009016,MI-03030-04047,2602220,MI-03030,KG,08,Allegan Online K8,Allegan Public Schools,Allegan County,550 5TH ST,ALLEGAN,MI,49010,1670,(269)673-5431,32,Town: Distant,No,46.00000,3.00000,15.3300000,40.00000,3.00000,–,Regular,Open,42.5229155,-85.84309669999999
263234000295,MI-82405-05179,2632340,MI-82405,PK,05,Allen Elementary School,Southgate Community School District,Wayne County,16500 MCCANN ST,SOUTHGATE,MI,48195,2940,(734)246-4644,21,Suburb: Large,No,338.00000,21.35000,15.8300000,195.00000,5.00000,–,Regular,Open,42.1881197,-83.2102073
260252003971,MI-82020-00065,2602520,MI-82020,09,12,Allen Park High School,Allen Park Public Schools,Wayne County,18401 CHAMPAIGN RD,ALLEN PARK,MI,48101,2210,(313)827-1200,21,Suburb: Large,No,1152.00000,58.86000,19.5700000,368.00000,43.00000,–,Regular,Open,42.2485671,-83.22634769999999
260252003974,MI-82020-03517,2602520,MI-82020,06,08,Allen Park Middle School,Allen Park Public Schools,Wayne County,8401 VINE AVE,ALLEN PARK,MI,48101,1638,(313)827-2200,21,Suburb: Large,No,875.00000,42.22000,20.7200000,341.00000,46.00000,–,Regular,Open,42.2441572,-83.20391459999999
260255008909,MI-70040-03598,2602550,MI-70040,PK,KG,Allendale Early Childhood Center,Allendale Public Schools,Ottawa County,10455 TIMBERLINE DR,ALLENDALE,MI,49401,9650,(616)892-5580,41,Rural: Fringe,No,301.00000,24.45000,12.3100000,84.00000,14.00000,–,Regular,Open,42.9591854,-85.9649116
262346001838,MI-82045-09520,2623460,MI-82045,02,05,Allendale Elementary School,Melvindale-Northern Allen Park Schools,Wayne County,3201 OAKWOOD BLVD,MELVINDALE,MI,48122,1229,(313)389-4664,21,Suburb: Large,No,859.00000,44.90000,19.1300000,750.00000,31.00000,–,Regular,Open,42.2799975,-83.1770604
260255003976,MI-70040-05889,2602550,MI-70040,08,12,Allendale High School,Allendale Public Schools,Ottawa County,10760 68TH AVE,ALLENDALE,MI,49401,8904,(616)892-5585,21,Suburb: Large,No,775.00000,40.40000,19.1800000,181.00000,26.00000,–,Regular,Open,42.9647192,-85.9503598
260255000255,MI-70040-08164,2602550,MI-70040,06,08,Allendale Middle School,Allendale Public Schools,Ottawa County,7161 PLEASANT VIEW CT,ALLENDALE,MI,49401,8634,(616)892-5595,21,Suburb: Large,No,554.00000,33.55000,16.5100000,164.00000,14.00000,–,Regular,Open,42.9624682,-85.96251749999999
260264003980,MI-29010-05774,2602640,MI-29010,09,12,Alma Senior High School,Alma Public Schools,Gratiot County,1500 PINE AVE,ALMA,MI,48801,1275,(989)463-3111,32,Town: Distant,No,558.00000,37.30000,14.9600000,288.00000,39.00000,–,Regular,Open,43.3917815,-84.6553477
260267003982,MI-44020-00073,2602670,MI-44020,08,12,Almont High School,Almont Community Schools,Lapeer County,4701 HOWLAND RD,ALMONT,MI,48003,8035,(810)798-8595,41,Rural: Fringe,No,418.00000,20.62000,20.2700000,89.00000,11.00000,–,Regular,Open,42.93033080000001,-83.041381
260267001839,MI-44020-09521,2602670,MI-44020,04,07,Almont Middle School,Almont Community Schools,Lapeer County,4624 KIDDER RD,ALMONT,MI,48003,8615,(810)798-3578,41,Rural: Fringe,No,425.00000,21.35000,19.9100000,100.00000,13.00000,–,Regular,Open,42.9310751,-83.0386662
260273003984,MI-04010-00075,2602730,MI-04010,08,12,Alpena High School,Alpena Public Schools,Alpena County,3303 SOUTH THIRD AVE,ALPENA,MI,49707,3307,(989)358-5200,33,Town: Remote,No,1101.00000,50.67000,21.7300000,486.00000,78.00000,–,Regular,Open,45.0560109,-83.469083
262028005707,MI-41145-06003,2620280,MI-41145,KG,05,Alpine Elementary School,Kenowa Hills Public Schools,Kent County,4730 BAUMHOFF AVE NW,COMSTOCK PARK,MI,49321,9741,(616)784-0884,41,Rural: Fringe,No,350.00000,28.83000,12.1400000,240.00000,12.00000,–,Regular,Open,43.0498037,-85.7181289
260103408339,MI-35902-01440,2601034,MI-35902,06,12,Alternative Educational Academy of Iosco County,Alternative Educational Academy of Iosco County,Iosco County,40 W M 55,TAWAS CITY,MI,48763,9286,(989)362-2575,41,Rural: Fringe,Yes,205.00000,6.03000,34.0000000,174.00000,5.00000,–,Other/Alternative,Open,44.26946119999999,-83.5146973
260109208670,MI-65900-02489,2601092,MI-65900,06,12,Alternative Educational Academy of Ogemaw County,Alternative Educational Academy of Ogemaw County,Ogemaw County,2479 S M 76,West Branch,MI,48661,8749,(989)343-9070,43,Rural: Remote,Yes,118.00000,4.30000,27.4400000,109.00000,3.00000,–,Other/Alternative,Open,44.2640159,-84.2166562
262205005925,MI-41170-00076,2622050,MI-41170,PK,05,Alto Elementary School,Lowell Area Schools,Kent County,6150 BANCROFT AVE SE,ALTO,MI,49302,9311,(616)987-2600,41,Rural: Fringe,No,407.00000,24.30000,16.7500000,86.00000,14.00000,–,Regular,Open,42.8530183,-85.3792557
261884005559,MI-70190-00079,2618840,MI-70190,PK,04,Alward Elementary School,Hudsonville Public School District,Ottawa County,3811 PORT SHELDON ST,HUDSONVILLE,MI,49426,9319,(616)669-6700,21,Suburb: Large,No,497.00000,31.34000,15.8600000,57.00000,9.00000,–,Regular,Open,42.8861901,-85.87549179999999
263009006600,MI-50190-06119,2630090,MI-50190,KG,05,Amanda Moore Elementary School,Romeo Community Schools,Macomb County,209 DICKENSON ST,ROMEO,MI,48065,4722,(586)752-0260,21,Suburb: Large,No,476.00000,26.40000,18.0300000,176.00000,15.00000,–,Regular,Open,42.8056022,-83.0087219
262895006484,MI-39140-00081,2628950,MI-39140,PK,05,Amberly Elementary School,Portage Public Schools,Kalamazoo County,6637 AMBERLY ST,PORTAGE,MI,49024,3104,(269)323-5900,13,City: Small,No,526.00000,31.03000,16.9500000,165.00000,13.00000,–,Regular,Open,42.2202302,-85.62324749999999
