NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*,Directly Certified*,Type,Status,Latitude,Longitude
530669000980,WA-27401-3299,5306690,WA-27401,PK,05,Artondale Elementary School,Peninsula School District,Pierce County,6219 40th Street NW,Gig Harbor,WA,98335,7299,(253)530-1100,21,Suburb: Large,No,402.00000,23.86000,16.8500000,77.00000,4.00000,46.00000,Regular,Open,47.2943101,-122.6205343
530465000723,WA-39120-3070,5304650,WA-39120,KG,06,Artz Fox Elementary,Mabton School District,Yakima County,PO Box 40,Mabton,WA,98935,0040,(509)894-4941,41,Rural: Fringe,No,396.00000,28.78000,13.7600000,350.00000,21.00000,193.00000,Regular,Open,46.2148534,-119.9967079
530028000027,WA-02420-2507,5300280,WA-02420,PK,05,Asotin Elementary,Asotin-Anatone School District,Asotin County,PO Box 489,ASOTIN,WA,99402,,(509)243-4147,23,Suburb: Small,No,306.00000,20.06000,15.2500000,93.00000,28.00000,44.00000,Regular,Open,46.3393265,-117.0482116
530028000028,WA-02420-2434,5300280,WA-02420,06,12,Asotin Jr Sr High,Asotin-Anatone School District,Asotin County,PO BOX 489,ASOTIN,WA,99402,,(509)243-4151,23,Suburb: Small,No,308.00000,19.34000,15.9300000,84.00000,24.00000,40.00000,Regular,Open,46.3393265,-117.0482116
530540003763,WA-29320-5625,5305400,WA-29320,KG,12,Aspire Academy,Mount Vernon School District,Skagit County,3302 Cedardale Rd #B300,Mount Vernon,WA,98274,,(360)428-6216,13,City: Small,No,109.00000,4.00000,27.2500000,69.00000,8.00000,45.00000,Other/Alternative,Open,48.3949779,-122.329434
530585003280,WA-34003-5168,5305850,WA-34003,06,08,Aspire Middle School,North Thurston Public Schools,Thurston County,5900 54th Ave SE,Lacey,WA,98513,,(360)412-4400,13,City: Small,No,301.00000,14.74000,20.4200000,59.00000,26.00000,32.00000,Regular,Open,47.0010363,-122.8053725
530030002978,WA-17408-5037,5300300,WA-17408,09,12,Auburn Mountainview High School,Auburn School District,King County,28900 124th AVE SE,Auburn,WA,98092,3101,(253)804-4539,13,City: Small,No,1581.00000,75.49000,20.9400000,792.00000,197.00000,429.00000,Regular,Open,47.34266179999999,-122.1757861
530030003668,WA-17408-5522,5300300,WA-17408,09,12,Auburn Opportunity Project,Auburn School District,King County,401 West Main Street,Auburn,WA,98001,5275,(253)931-4990,13,City: Small,No,81.00000,0.00000,†,52.00000,9.00000,30.00000,Other/Alternative,Open,47.3082719,-122.2347581
530030002445,WA-17408-4474,5300300,WA-17408,09,12,Auburn Riverside High School,Auburn School District,King County,501 ORAVETZ RD SE,AUBURN,WA,98092,8621,(253)804-5154,41,Rural: Fringe,No,1909.00000,86.60000,22.0400000,732.00000,229.00000,320.00000,Regular,Open,47.2677408,-122.2222426
530030000032,WA-17408-2795,5300300,WA-17408,09,12,Auburn Senior High School,Auburn School District,King County,711 E MAIN ST,AUBURN,WA,98002,5662,(253)931-4880,13,City: Small,No,1844.00000,95.78000,19.2500000,1030.00000,202.00000,560.00000,Regular,Open,47.3095644,-122.220087
530825001363,WA-32081-2128,5308250,WA-32081,PK,05,Audubon Elementary,Spokane School District,Spokane County,2020 W Carlisle Ave,Spokane,WA,99205,3794,(509)354-2140,12,City: Midsize,No,396.00000,34.39000,11.5100000,333.00000,19.00000,251.00000,Regular,Open,47.6799611,-117.4421716
530618002689,WA-34111-1768,5306180,WA-34111,09,12,Avanti High School,Olympia School District,Thurston County,1113 LEGION WAY SE,OLYMPIA,WA,98501,1652,(360)596-7900,13,City: Small,No,156.00000,9.40000,16.6000000,46.00000,13.00000,23.00000,Other/Alternative,Open,47.04351310000001,-122.8875332
530696001022,WA-27003-3447,5306960,WA-27003,07,09,Aylen Jr High,Puyallup School District,Pierce County,101 15th St NW,Puyallup,WA,98371,5251,(253)841-8723,21,Suburb: Large,No,711.00000,33.21000,21.4100000,230.00000,80.00000,112.00000,Regular,Open,47.1931582,-122.3121562
530771001157,WA-17001-3717,5307710,WA-17001,PK,05,B F Day Elementary School,Seattle School District No. 1,King County,3921 LINDEN AV N,SEATTLE,WA,98103,7803,(206)252-6010,11,City: Large,No,390.00000,28.50000,13.6800000,47.00000,15.00000,22.00000,Regular,Open,47.6547636,-122.3491178
530732001090,WA-03400-4060,5307320,WA-03400,KG,05,Badger Mountain Elementary,Richland School District,Benton County,1515 Elementary Street,Richland,WA,99352,,(509)967-6225,13,City: Small,No,569.00000,33.00000,17.2400000,189.00000,34.00000,91.00000,Regular,Open,46.2338445,-119.2719409
530771001173,WA-17001-2307,5307710,WA-17001,PK,05,Bailey Gatzert Elementary School,Seattle School District No. 1,King County,1301 E YESLER WY,SEATTLE,WA,98122,5430,(206)252-2810,11,City: Large,No,346.00000,27.91000,12.4000000,262.00000,20.00000,205.00000,Regular,Open,47.6011549,-122.3159697
530033000043,WA-18303-2395,5300330,WA-18303,09,12,Bainbridge High School,Bainbridge Island School District,Kitsap County,9330 NE High School RD,Bainbridge Island,WA,98110,3695,(206)842-2634,22,Suburb: Midsize,No,1232.00000,60.50000,20.3600000,103.00000,27.00000,36.00000,Regular,Open,47.6362627,-122.5257353
530033003113,WA-18303-1939,5300330,WA-18303,PK,12,Bainbridge Special Education Services,Bainbridge Island School District,Kitsap County,8489 Madison Ave NE,Bainbridge Island,WA,98110,2999,(206)780-1068,22,Suburb: Midsize,No,29.00000,0.00000,†,4.00000,0.00000,4.00000,Special Education,Open,47.6535869,-122.5232032
530870001454,WA-27010-3054,5308700,WA-27010,06,08,Baker Middle School,Tacoma School District,Pierce County,8001 So J Street,Tacoma,WA,98408,,(253)571-5000,12,City: Midsize,No,694.00000,36.70000,18.9100000,413.00000,103.00000,275.00000,Regular,Open,47.1830971,-122.4463261
530825001364,WA-32081-3357,5308250,WA-32081,PK,05,Balboa Elementary,Spokane School District,Spokane County,3010 W Holyoke Ave,Spokane,WA,99208,4699,(509)354-2220,12,City: Midsize,No,255.00000,21.30000,11.9700000,104.00000,37.00000,62.00000,Regular,Open,47.718311,-117.4563322
530771001138,WA-17001-2220,5307710,WA-17001,09,12,Ballard High School,Seattle School District No. 1,King County,1418 NW 65 ST,SEATTLE,WA,98117,5237,(206)252-1000,11,City: Large,No,1590.00000,75.59000,21.0300000,122.00000,69.00000,60.00000,Regular,Open,47.6767048,-122.3752561
530696001026,WA-27003-3750,5306960,WA-27003,07,09,Ballou Jr High,Puyallup School District,Pierce County,9916 136th St E,Puyallup,WA,98373,5667,(253)841-8725,21,Suburb: Large,No,890.00000,40.77000,21.8300000,314.00000,126.00000,181.00000,Regular,Open,47.1319366,-122.2967311
530657003520,WA-11001-5391,5306570,WA-11001,PK,05,Barbara McClintock STEM Elementary,Pasco School District,Franklin County,5706 Road 60,Pasco,WA,99301,,(509)416-7808,22,Suburb: Midsize,No,692.00000,38.87000,17.8000000,395.00000,66.00000,132.00000,Regular,Open,46.255627,-119.168962
531011001686,WA-39007-3138,5310110,WA-39007,PK,05,Barge-Lincoln Elementary School,Yakima School District,Yakima County,219 E I St,Yakima,WA,98901,1999,(509)573-5200,13,City: Small,No,524.00000,37.79000,13.8700000,480.00000,24.00000,349.00000,Regular,Open,46.6152782,-120.5086432
530108003622,WA-18401-5472,5301080,WA-18401,KG,12,Barker Creek Community School,Central Kitsap School District,Kitsap County,PO Box 8,Silverdale,WA,98383,,(360)662-2570,22,Suburb: Midsize,No,530.00000,15.80000,33.5400000,204.00000,57.00000,126.00000,Other/Alternative,Open,47.65805,-122.7120272
530000300587,WA-08458-3323,5300003,WA-08458,KG,05,Barnes Elementary,Kelso School District,Cowlitz County,401 Barnes,Kelso,WA,98626,,(360)501-1500,23,Suburb: Small,No,357.00000,22.58000,15.8100000,276.00000,29.00000,183.00000,Regular,Open,46.1600547,-122.9079244
530573000846,WA-11051-3325,5305730,WA-11051,KG,06,Basin City Elem,North Franklin School District,Franklin County,PO Box 829,Connell,WA,99326,0829,(509)269-4669,42,Rural: Distant,No,336.00000,28.40000,11.8300000,240.00000,22.00000,109.00000,Regular,Open,46.6634733,-118.8611117
530001403585,WA-27931-5431,5300014,WA-27931,09,12,Bates Technical College - Open Doors,Bates Technical College,Pierce County,1101 South Yakima Ave.,Tacoma,WA,98405,,(253)680-7184,12,City: Midsize,No,0.00000,0.00000,†,†,†,†,Other/Alternative,Open,47.2520649,-122.4463403
530001403082,WA-27931-5950,5300014,WA-27931,09,12,Bates Technical High School,Bates Technical College,Pierce County,1101 South Yakima Avenue,Tacoma,WA,98405,4895,(253)680-7584,12,City: Midsize,No,0.00000,0.00000,†,†,†,†,Regular,Open,47.2520649,-122.4463403
530038000049,WA-06119-2415,5300380,WA-06119,09,12,Battle Ground High School,Battle Ground School District,Clark County,PO Box 200,BATTLE GROUND,WA,98604,0200,(360)885-6500,21,Suburb: Large,No,1798.00000,92.51000,19.4400000,444.00000,199.00000,240.00000,Regular,Open,45.7808725,-122.5373651
530038003918,WA-06119-5749,5300380,WA-06119,KG,12,Battle Ground Virtual Academy,Battle Ground School District,†,PO Box 200,Battle Ground,WA,98604,,(360)334-8200,†,N,No,†,†,†,†,†,†,Other/Alternative,New,45.7808725,-122.5373651
530078000689,WA-29100-4412,5300780,WA-29100,KG,08,Bay View Elementary,Burlington-Edison School District,Skagit County,15241 JOSH WILSON RD,BURLINGTON,WA,98233,9648,(360)757-3322,41,Rural: Fringe,No,409.00000,30.63000,13.3500000,166.00000,28.00000,75.00000,Regular,Open,48.4880218,-122.4175815
530285000457,WA-37502-2263,5302850,WA-37502,KG,05,Beach Elem,Ferndale School District,Whatcom County,3786 Centerview Road,Lummi Island,WA,98262,,(360)383-9440,42,Rural: Distant,No,43.00000,2.20000,19.5500000,25.00000,4.00000,18.00000,Regular,Open,48.7251199,-122.6872072
