NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*,Directly Certified*,Type,Status
120039008647,FL-13-7834,1200390,FL-13,09,12,ACCELERATION ACADEMIES LLC,MIAMI-DADE,Miami-Dade County,910 W BUREN,CHICAGO,IL,60607,,(872)240-2025,21,Suburb: Large,No,0.00000,0.00000,†,†,†,†,Other/Alternative,Open
120039008738,FL-13-7891,1200390,FL-13,08,12,ACCELERATION ACADEMIES LLC HOMESTEAD,MIAMI-DADE,Miami-Dade County,910 BUREN ST,CHICAGO,IL,60607,,(872)240-2025,21,Suburb: Large,No,149.00000,0.00000,†,21.00000,1.00000,10.00000,Other/Alternative,Open
120039008814,FL-13-7871,1200390,FL-13,08,12,ACCELERATION ACADEMIES-CENTRAL MIAMI,MIAMI-DADE,Miami-Dade County,4719 NW 183RD ST,MIAMI,FL,33055,,(786)629-1447,21,Suburb: Large,No,413.00000,0.00000,†,42.00000,2.00000,23.00000,Other/Alternative,Open
120177008545,FL-56-0212,1201770,FL-56,08,12,ACCELERATION ACADEMY,ST. LUCIE,St. Lucie County,329 SE PORT ST LUCIE BLVD,PORT ST LUCIE,FL,34984,,(772)618-1777,12,City: Midsize,No,263.00000,5.00000,52.6000000,148.00000,1.00000,144.00000,Other/Alternative,Open
120144007736,FL-48-1811,1201440,FL-48,08,12,ACCELERATION EAST,ORANGE,Orange County,2274 S SEMORAN BLVD,ORLANDO,FL,32822,,(407)992-0917,11,City: Large,No,220.00000,16.00000,13.7500000,142.00000,12.00000,142.00000,Other/Alternative,Open
120144008097,FL-48-1841,1201440,FL-48,07,12,ACCELERATION WEST,ORANGE,Orange County,2751 LAKE STANLEY RD,ORLANDO,FL,32818,,(407)521-2358,21,Suburb: Large,No,214.00000,19.00000,11.2600000,134.00000,11.00000,134.00000,Other/Alternative,Open
120144007952,FL-48-0177,1201440,FL-48,06,12,ACCESS CHARTER,ORANGE,Orange County,6000 E COLONIAL DR,ORLANDO,FL,32807,,(321)319-0640,21,Suburb: Large,Yes,129.00000,12.00000,10.7500000,†,†,3.00000,Special Education,Open
120123004377,FL-41-2011,1201230,FL-41,03,12,ACCESS TO EDUCATION,MANATEE,Manatee County,6423 9TH STREET E,BRADENTON,FL,34203,,(941)751-6550,21,Suburb: Large,No,42.00000,9.00000,4.6700000,24.00000,2.00000,23.00000,Special Education,Open
120051004345,FL-17-0211,1200510,FL-17,KG,12,ACHIEVE ACADEMY AT MCMILLIAN,ESCAMBIA,Escambia County,3000 OWEN BELL LANE,PENSACOLA,FL,32507,,(850)497-6692,21,Suburb: Large,No,281.00000,12.00000,23.4200000,249.00000,6.00000,249.00000,Other/Alternative,Open
120159003259,FL-53-8031,1201590,FL-53,PK,PK,ACHIEVEMENT ACADEMY,POLK,Polk County,716 BELLA VISTA ST E,LAKELAND,FL,33805,,(863)683-6504,12,City: Midsize,Yes,157.00000,21.00000,7.4800000,59.00000,0.00000,59.00000,Special Education,Open
120150002874,FL-50-2141,1201500,FL-50,PK,05,ACREAGE PINES ELEMENTARY SCHOOL,PALM BEACH,Palm Beach County,14200 ORANGE BLVD,LOXAHATCHEE,FL,33470,,(561)904-9500,41,Rural: Fringe,No,547.00000,37.00000,14.7800000,199.00000,0.00000,199.00000,Regular,Open
120039004072,FL-13-3191,1200390,FL-13,PK,08,ADA MERRITT K-8 CENTER,MIAMI-DADE,Miami-Dade County,660 SW 3RD ST,MIAMI,FL,33130,,(305)326-0791,11,City: Large,No,747.00000,46.00000,16.2400000,161.00000,16.00000,159.00000,Regular,Open
120087000909,FL-29-0041,1200870,FL-29,06,08,ADAMS MIDDLE SCHOOL,HILLSBOROUGH,Hillsborough County,10201 N BOULEVARD,TAMPA,FL,33612,,(813)975-7665,11,City: Large,No,593.00000,27.50000,21.5600000,433.00000,27.00000,433.00000,Regular,Open
120138001353,FL-46-0671,1201380,FL-46,PK,08,ADDIE R. LEWIS SCHOOL,OKALOOSA,Okaloosa County,281 MISSISSIPPI AVE,VALPARAISO,FL,32580,,(850)833-4130,22,Suburb: Midsize,No,693.00000,46.00000,15.0700000,251.00000,56.00000,190.00000,Regular,Open
120150001556,FL-50-1451,1201500,FL-50,PK,08,ADDISON MIZNER SCHOOL,PALM BEACH,Palm Beach County,199 SW 12TH AVE,BOCA RATON,FL,33486,,(561)362-3100,13,City: Small,No,1093.00000,67.00000,16.3100000,203.00000,0.00000,203.00000,Regular,Open
120138003881,FL-46-9819,1201380,FL-46,06,12,ADJUDICATED YOUTH FACILITY,OKALOOSA,Okaloosa County,4448 STRAIGHT LINE RD,CRESTVIEW,FL,32539,,(850)689-7177,41,Rural: Fringe,No,5.00000,0.00000,†,†,†,†,Other/Alternative,Open
120087007633,FL-29-6644,1200870,FL-29,PK,08,ADVANTAGE ACADEMY OF HILLSBOROUGH,HILLSBOROUGH,Hillsborough County,304 W PROSSER DR,PLANT CITY,FL,33563,,(813)567-0801,21,Suburb: Large,Yes,469.00000,25.00000,18.7600000,340.00000,31.00000,290.00000,Regular,Open
120039000484,FL-13-4071,1200390,FL-13,PK,05,AGENORIA S PASCHAL/OLINDA ELEMENTARY SCHOOL,MIAMI-DADE,Miami-Dade County,5536 NW 21ST AVE,MIAMI,FL,33142,,(305)633-0308,21,Suburb: Large,No,287.00000,23.00000,12.4800000,217.00000,5.00000,217.00000,Regular,Open
120039000367,FL-13-0041,1200390,FL-13,PK,08,AIR BASE K-8 CENTER FOR INTERNATIONAL EDUCATION,MIAMI-DADE,Miami-Dade County,12829 SW 272ND ST,HOMESTEAD,FL,33032,,(305)258-3676,21,Suburb: Large,No,1109.00000,62.00000,17.8900000,439.00000,36.00000,426.00000,Regular,Open
120003007045,FL-01-0701,1200030,FL-01,06,12,ALACHUA COUNTY JAIL,ALACHUA,Alachua County,3333 NE 39TH AVE,GAINESVILLE,FL,32609,,(352)955-2160,12,City: Midsize,No,0.00000,0.00000,†,†,†,†,Other/Alternative,Open
120003000014,FL-01-0161,1200030,FL-01,03,05,ALACHUA ELEMENTARY SCHOOL,ALACHUA,Alachua County,13800 NW 152ND PL,ALACHUA,FL,32615,,(386)462-1841,31,Town: Fringe,No,326.00000,†,†,221.00000,8.00000,221.00000,Regular,Open
120003007945,FL-01-7004,1200030,FL-01,06,12,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),ALACHUA,Alachua County,2802 NE 8TH AVE,GAINESVILLE,FL,32641,,(352)955-7584,12,City: Midsize,No,242.00000,4.63000,52.2700000,111.00000,5.00000,110.00000,Regular,Open
120003003534,FL-01-0957,1200030,FL-01,KG,05,ALACHUA LEARNING ACADEMY ELEMENTARY,ALACHUA,Alachua County,PO BOX 1389,ALACHUA,FL,32616,,(386)418-2080,41,Rural: Fringe,Yes,108.00000,6.00000,18.0000000,31.00000,6.00000,31.00000,Regular,Open
120003007954,FL-01-1011,1200030,FL-01,06,08,ALACHUA LEARNING ACADEMY MIDDLE,ALACHUA,Alachua County,PO BOX 1389,ALACHUA,FL,32616,,(386)418-2080,41,Rural: Fringe,Yes,59.00000,4.00000,14.7500000,23.00000,2.00000,20.00000,Regular,Open
120003010620,FL-01-9025,1200030,FL-01,06,12,ALACHUA REGIONAL JUEVNILE DETENTION CENTER,ALACHUA,Alachua County,3434 NE 39TH AVE,GAINESVILLE,FL,32609,,(352)955-2105,12,City: Midsize,No,32.00000,0.50000,64.0000000,14.00000,0.00000,14.00000,Other/Alternative,Open
120003007696,FL-01-7001,1200030,FL-01,KG,12,ALACHUA VIRTUAL INSTRUCTION PROGRAM,ALACHUA,Alachua County,2802 NE 8TH AVE,GAINESVILLE,FL,32641,,(352)955-7584,12,City: Midsize,No,0.00000,0.00000,†,†,†,†,Regular,Open
120003008285,FL-01-7023,1200030,FL-01,PK,05,ALACHUA VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),ALACHUA,Alachua County,2802 NE 8TH AVE,GAINESVILLE,FL,32641,,(352)955-7584,12,City: Midsize,No,76.00000,1.00000,76.0000000,34.00000,1.00000,34.00000,Regular,Open
120087002561,FL-29-0271,1200870,FL-29,PK,05,ALAFIA ELEMENTARY SCHOOL,HILLSBOROUGH,Hillsborough County,3535 CULBREATH RD,VALRICO,FL,33596,,(813)744-8190,21,Suburb: Large,No,648.00000,42.00000,15.4300000,214.00000,38.00000,203.00000,Regular,Open
120048000769,FL-16-2521,1200480,FL-16,06,12,ALDEN ROAD EXCEP. STUDENT CENTER,DUVAL,Duval County,11780 ALDEN RD,JACKSONVILLE,FL,32246,,(904)565-2722,11,City: Large,No,159.00000,24.00000,6.6300000,49.00000,0.00000,49.00000,Special Education,Open
120105003597,FL-35-9018,1201050,FL-35,09,12,ALEE ACADEMY CHARTER SCHOOL,LAKE,Lake County,1705 E COUNTY ROAD 44,EUSTIS,FL,32736,,(352)357-9426,41,Rural: Fringe,Yes,158.00000,8.00000,19.7500000,83.00000,0.00000,83.00000,Other/Alternative,Open
120087000911,FL-29-0081,1200870,FL-29,PK,05,ALEXANDER ELEMENTARY SCHOOL,HILLSBOROUGH,Hillsborough County,5602 N LOIS AVE,TAMPA,FL,33614,,(813)872-5395,11,City: Large,No,509.00000,32.50000,15.6600000,350.00000,29.00000,350.00000,Regular,Open
120150002783,FL-50-0395,1201500,FL-50,09,12,ALEXANDER W DREYFOOS JUNIOR SCHOOL OF THE ARTS,PALM BEACH,Palm Beach County,501 S SAPODILLA AVE,WEST PALM BEACH,FL,33401,,(561)802-6000,12,City: Midsize,No,1374.00000,71.50000,19.2200000,252.00000,14.00000,252.00000,Regular,Open
120048000663,FL-16-0661,1200480,FL-16,06,08,ALFRED I. DUPONT MIDDLE SCHOOL,DUVAL,Duval County,2710 DUPONT AVE,JACKSONVILLE,FL,32217,,(904)739-5200,11,City: Large,No,641.00000,38.00000,16.8700000,376.00000,0.00000,376.00000,Regular,Open
120174002897,FL-55-0311,1201740,FL-55,06,08,ALICE B. LANDRUM MIDDLE SCHOOL,ST. JOHNS,St. Johns County,230 LANDRUM LN,PONTE VEDRA BEACH,FL,32082,,(904)547-8410,21,Suburb: Large,No,1142.00000,58.00000,19.6900000,32.00000,3.00000,23.00000,Regular,Open
120048002742,FL-16-2571,1200480,FL-16,PK,05,ALIMACANI ELEMENTARY SCHOOL,DUVAL,Duval County,2051 SAN PABLO RD S,JACKSONVILLE,FL,32224,,(904)221-7101,11,City: Large,No,752.00000,47.00000,16.0000000,232.00000,0.00000,232.00000,Regular,Open
120150001479,FL-50-0101,1201500,FL-50,PK,05,ALLAMANDA ELEMENTARY SCHOOL,PALM BEACH,Palm Beach County,10300 ALLAMANDA DR,PALM BEACH GARDENS,FL,33410,,(561)803-7200,13,City: Small,No,630.00000,62.30000,10.1100000,298.00000,3.00000,298.00000,Regular,Open
120177006839,FL-56-0151,1201770,FL-56,PK,08,ALLAPATTAH FLATS K-8,ST. LUCIE,St. Lucie County,12051 NW COPPER CREEK DR,PORT ST LUCIE,FL,34987,,(772)468-5050,41,Rural: Fringe,No,1240.00000,69.00000,17.9700000,786.00000,72.00000,673.00000,Regular,Open
120174002262,FL-55-0251,1201740,FL-55,09,12,ALLEN D NEASE SENIOR HIGH SCHOOL,ST. JOHNS,St. Johns County,10550 RAY RD,PONTE VEDRA,FL,32081,,(904)547-8300,41,Rural: Fringe,No,2214.00000,98.00000,22.5900000,74.00000,16.00000,45.00000,Regular,Open
120108001122,FL-36-0081,1201080,FL-36,PK,05,ALLEN PARK ELEMENTARY SCHOOL,LEE,Lee County,3345 CANELO DR,FORT MYERS,FL,33901,,(239)936-1459,13,City: Small,No,900.00000,54.00000,16.6700000,550.00000,0.00000,550.00000,Regular,Open
120144001446,FL-48-1401,1201440,FL-48,PK,05,ALOMA ELEMENTARY,ORANGE,Orange County,2949 SCARLET RD,WINTER PARK,FL,32792,,(407)672-3100,21,Suburb: Large,No,543.00000,34.00000,15.9700000,299.00000,22.00000,299.00000,Regular,Open
120144007455,FL-48-0120,1201440,FL-48,07,12,ALOMA HIGH CHARTER,ORANGE,Orange County,495 N SEMORAN BLVD STE 1,WINTER PARK,FL,32792,,(407)657-4343,21,Suburb: Large,Yes,366.00000,11.00000,33.2700000,3.00000,0.00000,3.00000,Other/Alternative,Open
120087003711,FL-29-0151,1200870,FL-29,09,12,ALONSO HIGH SCHOOL,HILLSBOROUGH,Hillsborough County,8302 MONTAGUE ST,TAMPA,FL,33635,,(813)356-1525,21,Suburb: Large,No,2795.00000,117.50000,23.7900000,1114.00000,87.00000,1114.00000,Regular,Open
120039007635,FL-13-7048,1200390,FL-13,09,12,ALONZO & TRACY MOURNING SENIOR HIGH SCHOOL,MIAMI-DADE,Miami-Dade County,2601 NE 151ST ST,MIAMI,FL,33160,,(305)919-2000,21,Suburb: Large,No,1597.00000,56.00000,28.5200000,683.00000,76.00000,624.00000,Regular,Open
120039008147,FL-13-5410,1200390,FL-13,KG,05,ALPHA CHARTER OF EXCELLENCE,MIAMI-DADE,Miami-Dade County,1217 SW FOURTH ST,MIAMI,FL,33135,,(305)624-3717,11,City: Large,Yes,259.00000,19.00000,13.6300000,184.00000,0.00000,184.00000,Regular,Open
120018003318,FL-06-5581,1200180,FL-06,PK,PK,ALPHABET LAND-MARGATE,BROWARD,Broward County,2851 N STATE ROAD 7,MARGATE,FL,33063,,(954)978-2900,21,Suburb: Large,No,8.00000,0.00000,†,†,†,†,Regular,Open
120159001722,FL-53-0331,1201590,FL-53,PK,05,ALTA VISTA ELEMENTARY SCHOOL,POLK,Polk County,801 SCENIC HWY S,HAINES CITY,FL,33844,,(863)421-3235,22,Suburb: Midsize,No,769.00000,45.00000,17.0900000,458.00000,0.00000,458.00000,Regular,Open
120168001835,FL-58-0012,1201680,FL-58,PK,05,ALTA VISTA ELEMENTARY SCHOOL,SARASOTA,Sarasota County,1050 S EUCLID AVE,SARASOTA,FL,34237,,(941)361-6400,13,City: Small,No,476.00000,39.00000,12.2100000,373.00000,43.00000,304.00000,Regular,Open
120171001896,FL-59-0561,1201710,FL-59,PK,05,ALTAMONTE ELEMENTARY SCHOOL,SEMINOLE,Seminole County,525 PINEVIEW ST,ALTAMONTE SPRINGS,FL,32701,,(407)746-2950,21,Suburb: Large,No,589.00000,38.91000,15.1400000,396.00000,65.00000,336.00000,Regular,Open
120195003810,FL-65-0022,1201950,FL-65,09,12,ALTERNATIVE HIGH SCHOOL PROGRAM,WAKULLA,Wakulla County,P.O BOX 100,CRAWFORDVILLE,FL,32326,,(850)926-0065,32,Town: Distant,No,0.00000,0.00000,†,†,†,†,Other/Alternative,Open
120039002132,FL-13-8017,1200390,FL-13,KG,12,ALTERNATIVE OUTREACH PROGRAM,MIAMI-DADE,Miami-Dade County,6300 NW 27TH AVENUE,MIAMI,FL,33147,,(305)694-4444,21,Suburb: Large,No,0.00000,0.00000,†,†,†,†,Other/Alternative,Open
120150003648,FL-50-3039,1201500,FL-50,04,12,ALTERNATIVE PROGRAM CENTRAL,PALM BEACH,Palm Beach County,1041 45TH ST,WEST PALM BEACH,FL,33407,,(561)681-5908,12,City: Midsize,No,13.00000,1.00000,13.0000000,3.00000,0.00000,3.00000,Other/Alternative,Open
120021000293,FL-07-0101,1200210,FL-07,PK,12,ALTHA PUBLIC SCHOOL,CALHOUN,Calhoun County,25820 NE FUQUA CIR,ALTHA,FL,32421,,(850)762-3121,42,Rural: Distant,No,674.00000,40.90000,16.4800000,372.00000,0.00000,372.00000,Regular,Open
120105003984,FL-35-9028,1201050,FL-35,KG,05,ALTOONA SCHOOL,LAKE,Lake County,42630 STATE ROAD 19,ALTOONA,FL,32702,,(352)669-3444,41,Rural: Fringe,Yes,292.00000,16.00000,18.2500000,291.00000,0.00000,289.00000,Regular,Open
120159001760,FL-53-1041,1201590,FL-53,PK,05,ALTURAS ELEMENTARY SCHOOL,POLK,Polk County,420 4TH ST,ALTURAS,FL,33820,,(863)519-3917,41,Rural: Fringe,No,350.00000,20.00000,17.5000000,214.00000,0.00000,214.00000,Regular,Open
120108010674,FL-36-0481,1201080,FL-36,PK,05,AMANECER ELEMENTARY SCHOOL,LEE,Lee County,641 SUNRISE BLVD,LEHIGH ACRES,FL,33936,,(239)301-1710,21,Suburb: Large,No,†,†,†,†,†,†,Regular,New
120039000409,FL-13-1521,1200390,FL-13,PK,05,AMELIA EARHART ELEMENTARY SCHOOL,MIAMI-DADE,Miami-Dade County,5987 E 7TH AVE,HIALEAH,FL,33013,,(305)688-9619,21,Suburb: Large,No,437.00000,28.00000,15.6100000,286.00000,15.00000,280.00000,Regular,Open
120039000589,FL-13-7011,1200390,FL-13,09,12,AMERICAN SENIOR HIGH SCHOOL,MIAMI-DADE,Miami-Dade County,18350 NW 67TH AVE,HIALEAH,FL,33015,,(305)557-3770,21,Suburb: Large,No,1652.00000,77.00000,21.4500000,988.00000,90.00000,910.00000,Regular,Open
120087003396,FL-29-5051,1200870,FL-29,06,12,AMI KIDS TAMPA,HILLSBOROUGH,Hillsborough County,1730 MARITIME BLVD,TAMPA,FL,33605,,(813)248-5091,11,City: Large,No,30.00000,2.00000,15.0000000,11.00000,0.00000,9.00000,Other/Alternative,Open
120003003282,FL-01-0603,1200030,FL-01,06,12,AMIKIDS,ALACHUA,Alachua County,6815 SW ARCHER RD,GAINESVILLE,FL,32608,,(352)336-4657,22,Suburb: Midsize,No,26.00000,0.00000,†,22.00000,0.00000,22.00000,Other/Alternative,Open
120030008486,FL-10-0113,1200300,FL-10,06,12,AMIKIDS CLAY COUNTY,CLAY,Clay County,501 LEMON ST,GREEN COVE SPRINGS,FL,32043,,(904)544-4678,21,Suburb: Large,No,36.00000,1.00000,36.0000000,20.00000,1.00000,13.00000,Other/Alternative,Open
120048000425,FL-16-1851,1200480,FL-16,06,12,AMIKIDS JACKSONVILLE,DUVAL,Duval County,13375 BEACH BLVD,JACKSONVILLE,FL,32246,,(904)223-1121,11,City: Large,No,17.00000,0.00000,†,9.00000,0.00000,9.00000,Other/Alternative,Open
120123008548,FL-41-2081,1201230,FL-41,06,12,AMIKIDS MANATEE,MANATEE,Manatee County,6423 9TH ST E,BRADENTON,FL,34203,,(941)723-4702,21,Suburb: Large,No,26.00000,3.00000,8.6700000,20.00000,2.00000,19.00000,Other/Alternative,Open
120009008901,FL-03-0764,1200090,FL-03,09,12,AMIKIDS MARITIME ACADEMY,BAY,Bay County,PO BOX 268,PANAMA CITY,FL,32401,,(850)919-2213,13,City: Small,Yes,22.00000,0.00000,†,4.00000,0.00000,4.00000,Regular,Open
120039003564,FL-13-7805,1200390,FL-13,06,12,AMIKIDS MIAMI-DADE NORTH,MIAMI-DADE,Miami-Dade County,2701 NE 151ST ST,MIAMI,FL,33160,,(305)636-6160,21,Suburb: Large,No,20.00000,0.00000,†,5.00000,0.00000,3.00000,Other/Alternative,Open
120039003563,FL-13-7804,1200390,FL-13,06,12,AMIKIDS MIAMI-DADE SOUTH,MIAMI-DADE,Miami-Dade County,1820 ARTHUR LAMB JR RD,MIAMI,FL,33149,,(305)363-6160,21,Suburb: Large,No,14.00000,0.00000,†,3.00000,0.00000,3.00000,Other/Alternative,Open
120018003324,FL-06-6051,1200180,FL-06,06,12,AMIKIDS OF GREATER FORT LAUDERDALE,BROWARD,Broward County,3220 SW 4TH AVE,FT LAUDERDALE,FL,33315,,(754)321-7550,12,City: Midsize,No,11.00000,0.00000,†,3.00000,0.00000,3.00000,Other/Alternative,Open
